id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance,names_ok,sortant
310,008-01,9,LAURENT,Sébastien,M.,REC,Reconquête !,Laurent,non
311,008-02,1,JACQUEMART,Nadège,Mme,REC,Reconquête !,Jacquemart,non
312,008-02,2,BEDDELEM,Polina,Mme,ENS,Ensemble ! (Majorité présidentielle),Beddelem,non
313,008-02,3,LOYEZ,Gilles,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Loyez,non
314,008-02,4,GALLET,Christelle,Mme,ECO,Ecologistes,Gallet,non
315,008-02,5,TAKAWÉ,Mink,Mme,DXG,Divers extrême gauche,Takawé,non
316,008-02,6,BENYOUCEF,Patrick,M.,DXG,Divers extrême gauche,Benyoucef,non
317,008-02,7,BELLAY,Christelle,Mme,DSV,Droite souverainiste,Bellay,non
318,008-02,8,PHILIPPO,Baptiste,M.,RN,Rassemblement National,Philippo,non
319,008-02,9,CORDIER,Pierre,M.,LR,Les Républicains,Cordier,oui
320,008-03,1,NORTH,Bruno,M.,REC,Reconquête !,North,non
321,008-03,2,BATISSE,Stella,Mme,DSV,Droite souverainiste,Batisse,non
322,008-03,3,DRION,Estelle,Mme,ENS,Ensemble ! (Majorité présidentielle),Drion,non
323,008-03,4,WARSMANN,Jean-Luc,M.,DVD,Divers droite,Warsmann,oui
324,008-03,5,PERRIN,Sophie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Perrin,non
325,008-03,6,AUGIER,Laure,Mme,DXG,Divers extrême gauche,Augier,non
326,008-03,7,PELTRIAUX,Monique,Mme,ECO,Ecologistes,Peltriaux,non
327,008-03,8,LEMOINE,David,M.,RN,Rassemblement National,Lemoine,non
328,009-01,1,GARNIER,Jean-Marc,M.,RN,Rassemblement National,Garnier,non
329,009-01,2,TAURINE,Bénédicte,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Taurine,oui
330,009-01,3,JOSSINET,François-Xavier,M.,REC,Reconquête !,Jossinet,non
331,009-01,4,FABART,Renaud,M.,ECO,Ecologistes,Fabart,non
332,009-01,5,LOMRÉ,Yannick,M.,DSV,Droite souverainiste,Lomré,non
333,009-01,6,COULY,Claire,Mme,DVG,Divers gauche,Couly,non
334,009-01,7,TRIBOUT,Anne-Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),Tribout,non
335,009-01,8,LAPEYRE,Gisèle,Mme,DXG,Divers extrême gauche,Lapeyre,non
336,009-01,9,FROGER,Martine,Mme,SOC,Parti socialiste,Froger,non
337,009-01,10,SALVAT,Jean-Pierre,M.,REG,Régionaliste,Salvat,non
338,009-02,1,CARRIE,Bérengère,Mme,RN,Rassemblement National,Carrie,non
339,009-02,2,CHAROY,Quentin,M.,ECO,Ecologistes,Charoy,non
340,009-02,3,TARRIEUX-ANTRANIKIAN,Alexandra,Mme,REC,Reconquête !,Tarrieux-Antranikian,non
341,009-02,4,GARCIA,Enzo,M.,REG,Régionaliste,Garcia,non
342,009-02,5,PANIFOUS,Laurent,M.,SOC,Parti socialiste,Panifous,non
343,009-02,6,LAFFONT,Patrick,M.,DVG,Divers gauche,Laffont,non
344,009-02,7,LARIVE,Michel,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Larive,oui
345,009-02,8,DE KERIMEL,Yann,M.,DXD,Divers extrême droite,De Kerimel,non
346,009-02,9,DUTRENOIS,Rémi,M.,ENS,Ensemble ! (Majorité présidentielle),Dutrenois,non
347,009-02,10,AFONSO,Paul,M.,UDI,Union des Démocrates et des Indépendants,Afonso,non
348,009-02,11,TESTARD,Théodora,Mme,DXG,Divers extrême gauche,Testard,non
349,010-01,1,FRAENKEL,Stéphanie,Mme,LR,Les Républicains,Fraenkel,non
350,010-01,2,BESSON-MOREAU,Grégory,M.,ENS,Ensemble ! (Majorité présidentielle),Besson-Moreau,oui
351,010-01,3,GUITTON,Jordan,M.,RN,Rassemblement National,Guitton,non
352,010-01,4,GIACOMONI,Hervé,M.,REC,Reconquête !,Giacomoni,non
353,010-01,5,CANAUD,Marie-Elisabeth,Mme,DIV,Divers,Canaud,non
354,010-01,6,PIEPLU,Lydie,Mme,DVC,Divers centre,Pieplu,non
355,010-01,7,SPAGNESI,Laurent,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Spagnesi,non
356,010-01,8,PAILLARD,Lionel,M.,DXG,Divers extrême gauche,Paillard,non
357,010-02,1,VALLÉE,Romain,M.,DXG,Divers extrême gauche,Vallée,non
358,010-02,2,RIGLET,Sébastien,M.,DVC,Divers centre,Riglet,non
359,010-02,3,PUFF,Isabelle,Mme,DSV,Droite souverainiste,Puff,non
360,010-02,4,HENRY,Evelyne,Mme,RN,Rassemblement National,Henry,non
361,010-02,5,BEAUFUMÉ,Sébastien,M.,ECO,Ecologistes,Beaufumé,non
362,010-02,6,FONTAINE-GARCIA,Salomé,Mme,ENS,Ensemble ! (Majorité présidentielle),Fontaine-Garcia,non
363,010-02,7,FRAINCART,Sarah,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Fraincart,non
364,010-02,8,IGNATOVITCH,Etienne,M.,REC,Reconquête !,Ignatovitch,non
365,010-02,9,BAZIN-MALGRAS,Valérie,Mme,LR,Les Républicains,Bazin-Malgras,oui
366,010-03,1,ANDRIEUX,Pascal,M.,DXG,Divers extrême gauche,Andrieux,non
367,010-03,2,FERNANDEZ,Laure,Mme,DSV,Droite souverainiste,Fernandez,non
368,010-03,3,SEFFALS,Gaëtan,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Seffals,non
369,010-03,4,HELICK,Lyonnel,M.,DSV,Droite souverainiste,Helick,non
370,010-03,5,MENISSIER,Dominique,M.,ECO,Ecologistes,Menissier,non
371,010-03,6,BEURY,Loëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle),Beury,non
372,010-03,7,LOPES VAZ,Céline,Mme,REC,Reconquête !,Lopes Vaz,non
373,010-03,8,GATOUILLAT,Baptiste,M.,LR,Les Républicains,Gatouillat,non
374,010-03,9,FREVILLE,Didier,M.,DVC,Divers centre,Freville,non
375,010-03,10,RANC,Angélique,Mme,RN,Rassemblement National,Ranc,non
376,010-03,11,COLLOT-TOUZÉ,Nelly,Mme,ECO,Ecologistes,Collot-Touzé,non
377,011-01,1,ROULLIAUX,Axel,M.,REC,Reconquête !,Roulliaux,non
378,011-01,2,AMALRIC,Laure-Nelly,Mme,ECO,Ecologistes,Amalric,non
379,011-01,3,DANDEU,Patricia,Mme,ECO,Ecologistes,Dandeu,non
380,011-01,4,SIKORA,Juliette,Mme,DIV,Divers,Sikora,non
381,011-01,5,BIASOLI,Gilbert,M.,DSV,Droite souverainiste,Biasoli,non
382,011-01,6,BARTHÈS,Christophe,M.,RN,Rassemblement National,Barthès,non
383,011-01,7,GADRAT,Nicole,Mme,DXG,Divers extrême gauche,Gadrat,non
384,011-01,8,PEREZ,Laurent,M.,LR,Les Républicains,Perez,non
385,011-01,9,COURRIÈRE CALMON,Sophie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Courrière Calmon,non
386,011-01,10,HÉRIN,Danièle,Mme,ENS,Ensemble ! (Majorité présidentielle),Hérin,oui
387,011-02,1,ROCHER,Edouard,M.,RDG,Parti radical de gauche,Rocher,non
388,011-02,2,FALCON,Frédéric,M.,RN,Rassemblement National,Falcon,non
389,011-02,3,VASSEUR,Baptiste,M.,DVG,Divers gauche,Vasseur,non
390,011-02,4,MONTERO-VALLE,Valérie,Mme,ECO,Ecologistes,Montero-Valle,non
391,011-02,5,LENFANT,Gérard,M.,DIV,Divers,Lenfant,non
392,011-02,6,THOMAS,Francis,M.,DSV,Droite souverainiste,Thomas,non
393,011-02,7,CALGARO,Christian,M.,DVC,Divers centre,Calgaro,non
394,011-02,8,THIVENT,Viviane,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Thivent,non
395,011-02,9,CAMBON,Cyril,M.,ECO,Ecologistes,Cambon,non
396,011-02,10,VIGIER,Annette,Mme,DXG,Divers extrême gauche,Vigier,non
397,011-02,11,DARAUD,Jean-François,M.,REC,Reconquête !,Daraud,non
398,011-02,12,PEREA,Alain,M.,ENS,Ensemble ! (Majorité présidentielle),Perea,oui
399,011-02,13,ESTRADE,Quentin,M.,LR,Les Républicains,Estrade,non
400,011-02,14,MIRABILE,Fabien,M.,ECO,Ecologistes,Mirabile,non
401,011-03,1,TURCHETTO,Aurélien,M.,RDG,Parti radical de gauche,Turchetto,non
402,011-03,2,MARTINEZ,Pierre,M.,ECO,Ecologistes,Martinez,non
403,011-03,3,RANCOULE,Julien,M.,RN,Rassemblement National,Rancoule,non
404,011-03,4,HABERT,Martine,Mme,DSV,Droite souverainiste,Habert,non
405,011-03,5,DUCOM,Valérie,Mme,REC,Reconquête !,Ducom,non
406,011-03,6,MARTIN,Michel,M.,DXG,Divers extrême gauche,Martin,non
407,011-03,7,ROBERT,Mireille,Mme,ENS,Ensemble ! (Majorité présidentielle),Robert,oui
408,011-03,8,ADDA--NETTER,Johanna,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Adda--Netter,non
409,011-03,9,CROS,Jacques,M.,ECO,Ecologistes,Cros,non
410,011-03,10,POTTIER,Carine,Mme,UDI,Union des Démocrates et des Indépendants,Pottier,non
411,011-03,11,GALONNIER,Dominique,M.,DXG,Divers extrême gauche,Galonnier,non
412,012-01,1,DA CRUZ,Antoine,M.,DVD,Divers droite,Da Cruz,non
413,012-01,2,BES DE BERC,Godefroy,M.,REC,Reconquête !,Bes De Berc,non
414,012-01,3,MAZARS,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),Mazars,oui
415,012-01,4,PLANE,Julia,Mme,RN,Rassemblement National,Plane,non
416,012-01,5,SAINT-AVIT,Arlette,Mme,DXG,Divers extrême gauche,Saint-Avit,non
417,012-01,6,BESSAOU,Magali,Mme,LR,Les Républicains,Bessaou,non
418,012-01,7,DUMAY,Marie-Françoise,Mme,ECO,Ecologistes,Dumay,non
419,012-01,8,THEBAULT,Léon,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Thebault,non
420,012-01,9,ARMET,Jean-Philippe,M.,DSV,Droite souverainiste,Armet,non
421,012-02,1,DEGUARA,Samuel,M.,ENS,Ensemble ! (Majorité présidentielle),Deguara,non
422,012-02,2,ALEXANDRE,Laurent,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Alexandre,non
423,012-02,3,AT,André,M.,LR,Les Républicains,At,non
424,012-02,4,BARTHE,Florian,M.,DVD,Divers droite,Barthe,non
425,012-02,5,LELEU,Bruno,M.,RN,Rassemblement National,Leleu,non
426,012-02,6,DUVAL,Dominique,M.,REC,Reconquête !,Duval,non
427,012-02,7,EL HEDRI,Lucile,Mme,DXG,Divers extrême gauche,El Hedri,non
428,012-02,8,CANTOURNET,Eric,M.,RDG,Parti radical de gauche,Cantournet,non
429,012-02,9,VIDAL,Jean-Luc,M.,DSV,Droite souverainiste,Vidal,non
430,012-02,10,CASSARINI,Myriam,Mme,ECO,Ecologistes,Cassarini,non
431,012-02,11,CLERGUE,Dominique,M.,DVG,Parti Pirate,Clergue,non
432,012-03,1,COMBES,Bernard,M.,DXG,Divers extrême gauche,Combes,non
433,012-03,2,ROUSSET,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),Rousset,non
434,012-03,3,TENDIL,Lysiane,Mme,REC,Reconquête !,Tendil,non
435,012-03,4,RHIN,Michel,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Rhin,non
436,012-03,5,SAINT-PIERRE,Christophe,M.,LR,Les Républicains,Saint-Pierre,non
437,012-03,6,CAZORLA,Jean Christophe,M.,RN,Rassemblement National,Cazorla,non
438,012-03,7,NOEL,Thierry,M.,ECO,Ecologistes,Noel,non
439,012-03,8,MIRAN,Patrice,M.,ECO,Ecologistes,Miran,non
440,012-03,9,DAURES,Jean-Marie,M.,DVD,Divers droite,Daures,non
441,013-01,1,GRECH,Sophie,Mme,REC,Reconquête !,Grech,non
442,013-01,2,BONNARD,Xavier,M.,ECO,Ecologistes,Bonnard,non
443,013-01,3,CHENNOUF,Ferielle,Mme,ECO,Ecologistes,Chennouf,non
444,013-01,4,CECONE,Marc,M.,DXG,Divers extrême gauche,Cecone,non
445,013-01,5,CARAVELLAZI,Céline,Mme,DSV,Droite souverainiste,Caravellazi,non
446,013-01,6,GIOIA,Victor,M.,DVD,Divers droite,Gioia,non
447,013-01,7,AVRIL,Julien,M.,DIV,Parti Pirate,Avril,non
448,013-01,8,JABES,Flora,Mme,ECO,Ecologistes,Jabes,non
449,013-01,9,ROSIQUE,Thibaud,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Rosique,non
450,013-01,10,LANZALAVI,Marie,Mme,REG,Régionaliste,Lanzalavi,non
451,013-01,11,GRISETI,Monique,Mme,RN,Rassemblement National,Griseti,non
452,013-01,12,AGRESTI ROUBACHE,Sabrina,Mme,ENS,Ensemble ! (Majorité présidentielle),Agresti Roubache,non
453,013-01,13,BOUALEM-AUBERT,Sarah,Mme,LR,Les Républicains,Boualem-Aubert,non
454,013-02,1,ASSOULY,Avi,M.,ECO,Ecologistes,Assouly,non
455,013-02,2,DENNEVAL,Florence,Mme,ECO,Ecologistes,Denneval,non
456,013-02,3,ERMACORA,Hélène,Mme,DSV,Droite souverainiste,Ermacora,non
457,013-02,4,SURRY,Dominique,M.,ECO,Ecologistes,Surry,non
458,013-02,5,PITOLLAT,Claire,Mme,ENS,Ensemble ! (Majorité présidentielle),Pitollat,oui
459,013-02,6,PERETTI,Sébastien,M.,DIV,Divers,Peretti,non
460,013-02,7,PARODI,Clémence,Mme,RN,Rassemblement National,Parodi,non
461,013-02,8,PERSIA,Alain,M.,DIV,Divers,Persia,non
462,013-02,9,ESPAZE,Brigitte,Mme,DXG,Divers extrême gauche,Espaze,non
463,013-02,10,BERNASCONI,Sabine,Mme,LR,Les Républicains,Bernasconi,non
464,013-02,11,RUPNIK,Alexandre,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Rupnik,non
465,013-02,12,GRAFFEO,Jean-Marc,M.,REC,Reconquête !,Graffeo,non
466,013-03,1,LELOUIS,Gisèle,Mme,RN,Rassemblement National,Lelouis,non
467,013-03,2,SI AHMED,Nadia,Mme,ECO,Ecologistes,Si Ahmed,non
468,013-03,3,BENSAADA,Mohamed,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Bensaada,non
469,013-03,4,SAID,Elisabeth,Mme,ECO,Ecologistes,Said,non
470,013-03,5,D'ANGIO,Sandrine,Mme,REC,Reconquête !,D'angio,non
471,013-03,6,TORDJMANN,Adam,M.,ECO,Ecologistes,Tordjmann,non
472,013-03,7,LOUIS,Alexandra,Mme,ENS,Ensemble ! (Majorité présidentielle),Louis,oui
473,013-03,8,COCAIGN,Bruno,M.,DVC,Divers centre,Cocaign,non
474,013-03,9,PAPPALARDO,Patrick,M.,LR,Les Républicains,Pappalardo,non
475,013-03,10,BELKAROUI,Nora,Mme,REG,Régionaliste,Belkaroui,non
476,013-03,11,GRANDEL,Jacqueline,Mme,DXG,Divers extrême gauche,Grandel,non
477,013-04,1,VINCETTI,Elisabeth,Mme,ECO,Ecologistes,Vincetti,non
478,013-04,2,HEUGUET,Mathilde,Mme,ECO,Ecologistes,Heuguet,non
479,013-04,3,RASTIT,Sandrine,Mme,REC,Reconquête !,Rastit,non
480,013-04,4,DUPUY,Martine,Mme,DXG,Divers extrême gauche,Dupuy,non
481,013-04,5,MANICACCI,Léa,Mme,REG,Régionaliste,Manicacci,non
482,013-04,6,BONNET,Isabelle,Mme,DXG,Divers extrême gauche,Bonnet,non
483,013-04,7,BOMPARD,Manuel,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Bompard,non
484,013-04,8,BOUALEM,Miloud,M.,DVC,Divers centre,Boualem,non
485,013-04,9,TELLIER,Julien,M.,RN,Rassemblement National,Tellier,non
486,013-04,10,BEN MOHAMED,Kaouther,Mme,DIV,Divers,Ben Mohamed,non
487,013-04,11,BENSAID,Majid,M.,DIV,Divers,Bensaid,non
488,013-04,12,TIRERA,Wally,M.,ECO,Ecologistes,Tirera,non
489,013-04,13,BIAGGI,Solange,Mme,LR,Les Républicains,Biaggi,non
490,013-04,14,AKODAD,Najat,Mme,ENS,Ensemble ! (Majorité présidentielle),Akodad,non
491,013-05,1,RUSSO,Joséphine,Mme,DVC,Divers centre,Russo,non
492,013-05,2,MONFERRINI,Christian,M.,ECO,Ecologistes,Monferrini,non
493,013-05,3,DE BENSASON,Marc,M.,DSV,Droite souverainiste,De Bensason,non
494,013-05,4,PAGANINI,Vannina,Mme,DVD,Divers droite,Paganini,non
495,013-05,5,NGUYÊN-VAN,Mai,Mme,DXG,Divers extrême gauche,Nguyên-Van,non
496,013-05,6,ANTOINE,Maryline,Mme,LR,Les Républicains,Antoine,non
497,013-05,7,BELAÏD,Mourad,M.,DVC,Divers centre,Belaïd,non
498,013-05,8,DIDOUNE,Djamel,M.,ECO,Ecologistes,Didoune,non
499,013-05,9,RACON-BOUZON,Cathy,Mme,ENS,Ensemble ! (Majorité présidentielle),Racon-Bouzon,oui
500,013-05,10,MANIVET,Marine,Mme,REC,Reconquête !,Manivet,non
501,013-05,11,MALHOLE,Nathalie,Mme,DXG,Divers extrême gauche,Malhole,non
502,013-05,12,VINAPON,Georges,M.,DVG,Divers gauche,Vinapon,non
503,013-05,13,DURAND,Céline,Mme,ECO,Ecologistes,Durand,non
504,013-05,14,DAVI,Hendrik,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Davi,non
505,013-05,15,CHAMAYOU,Anne,Mme,DIV,Divers,Chamayou,non
506,013-05,16,VINCETTI,Quentin,M.,ECO,Ecologistes,Vincetti,non
507,013-05,17,LAMBERT,Sandrine,Mme,RN,Rassemblement National,Lambert,non
508,013-06,1,GOULTINE,Eddie,M.,DVG,Divers gauche,Goultine,non
509,013-06,2,BEZ,Éléonore,Mme,RN,Rassemblement National,Bez,non
510,013-06,3,JOUBERT,Michel,M.,DSV,Droite souverainiste,Joubert,non
511,013-06,4,HOLAGNE,Magali,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Holagne,non
512,013-06,5,HAMICHE,Fazia,Mme,ECO,Ecologistes,Hamiche,non
513,013-06,6,MOREL,Véronique Catherine Corinne,Mme,DXG,Divers extrême gauche,Morel,non
514,013-06,7,REAULT,Didier,M.,LR,Les Républicains,Reault,non
515,013-06,8,HOCINI,Sophia,Mme,DVG,Divers gauche,Hocini,non
516,013-06,9,LAUMONIER,Dominique,M.,ECO,Ecologistes,Laumonier,non
517,013-06,10,DUBREUIL,Richard,M.,REC,Reconquête !,Dubreuil,non
518,013-06,11,LAREDO,Clara-Maria,Mme,REG,Régionaliste,Laredo,non
519,013-06,12,ROYER-PERREAUT,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle),Royer-Perreaut,non
520,013-06,13,COLLETTE,Angélique,Mme,ECO,Ecologistes,Collette,non
521,013-06,14,GOY,Sophie,Mme,DVC,Divers centre,Goy,non
522,013-07,1,SELLOUM,Arezki,M.,RN,Rassemblement National,Selloum,non
523,013-07,2,AMOUCHE,Ali,M.,DVG,Divers gauche,Amouche,non
524,013-07,3,ZEROUALI,Karima,Mme,DIV,Divers,Zerouali,non
525,013-07,4,PÉCOUT,Danièle Mireille Lucienne,Mme,DXG,Divers extrême gauche,Pécout,non
526,013-07,5,PROVÉ,François,M.,ECO,Ecologistes,Prové,non
527,013-07,6,MERSALI,Nadia,Mme,ECO,Ecologistes,Mersali,non
528,013-07,7,DELOGU,Sébastien,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Delogu,non
529,013-07,8,LONGO,Lorenzo,M.,REC,Reconquête !,Longo,non
530,013-07,9,BOVÉ,Sandrine,Mme,ECO,Ecologistes,Bové,non
531,013-07,10,MEUCHE,Jacobine,Mme,ECO,Ecologistes,Meuche,non
532,013-07,11,CHABOUNI,Nourdine,M.,DIV,Divers,Chabouni,non
533,013-07,12,PERNICE,Stéphane,M.,DXG,Divers extrême gauche,Pernice,non
534,013-07,13,DELERIA,Raymond,M.,UDI,Union des Démocrates et des Indépendants,Deleria,non
535,013-07,14,AHAMADA,Saïd,M.,ENS,Ensemble ! (Majorité présidentielle),Ahamada,oui
536,013-08,1,BAZZALI,Rémy,M.,DXG,Divers extrême gauche,Bazzali,non
537,013-08,2,IMBERT,Sophie,Mme,DIV,Divers,Imbert,non
538,013-08,3,AKSIL,Boualam,M.,ECO,Ecologistes,Aksil,non
539,013-08,4,FARGE,Jean-Michel,M.,REC,Reconquête !,Farge,non
540,013-08,5,DELIGNY,Eric,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Deligny,non
541,013-08,6,GAGO-CHIDAINE,Victor,M.,ECO,Ecologistes,Gago-Chidaine,non
542,013-08,7,MEHL,Daniel,M.,ECO,Ecologistes,Mehl,non
543,013-08,8,ZULESI,Jean-Marc,M.,ENS,Ensemble ! (Majorité présidentielle),Zulesi,oui
544,013-08,9,TONUSSI,Romain,M.,RN,Rassemblement National,Tonussi,non
545,013-08,10,YTIER,David,M.,LR,Les Républicains,Ytier,non
546,013-08,11,GALHARAGUE,Edith,Mme,DSV,Droite souverainiste,Galharague,non
547,013-09,1,OTCHAKOVSKY,François,M.,DXG,Divers extrême gauche,Otchakovsky,non
548,013-09,2,LACHIQUE,Simon,M.,ECO,Ecologistes,Lachique,non
549,013-09,3,MICHEL,Aurélien,M.,DIV,Divers,Michel,non
550,013-09,4,BENARIOUA,Rebia,M.,DVG,Divers gauche,Benarioua,non
551,013-09,5,LEGUEM,Laurence,Mme,REC,Reconquête !,Leguem,non
552,013-09,6,TROTTMANN,Lucas,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Trottmann,non
553,013-09,7,KNEZEVIC,Hélène,Mme,DSV,Droite souverainiste,Knezevic,non
554,013-09,8,GIBERTI,Roland,M.,LR,Les Républicains,Giberti,non
555,013-09,9,REYNAUD,Jean,M.,REG,Régionaliste,Reynaud,non
556,013-09,10,MAS-FRAISSINET,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle),Mas-Fraissinet,non
557,013-09,11,SCHIPANI,Giovanni,M.,DVD,Divers droite,Schipani,non
558,013-09,12,RAYNAUD,Coralie,Mme,DXG,Divers extrême gauche,Raynaud,non
559,013-09,13,COMBO,Daniel,M.,ECO,Ecologistes,Combo,non
560,013-09,14,BREGEON,Amélie,Mme,DVC,Divers centre,Bregeon,non
561,013-09,15,MÉLIN,Joëlle,Mme,RN,Rassemblement National,Mélin,non
562,013-10,1,MESURE,Marina,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Mesure,non
563,013-10,2,DAUDE,Patrice,M.,ECO,Ecologistes,Daude,non
564,013-10,3,COURTARO,Jean-Philippe,M.,REC,Reconquête !,Courtaro,non
565,013-10,4,VALIENTE,Jean-Claude,M.,DXG,Divers extrême gauche,Valiente,non
566,013-10,5,GOZZI,Magali,Mme,REG,Régionaliste,Gozzi,non
567,013-10,6,BRUN,Stéphanie,Mme,DSV,Droite souverainiste,Brun,non
568,013-10,7,GONZALEZ,José,M.,RN,Rassemblement National,Gonzalez,non
569,013-10,8,COUTENET,Nathalie,Mme,DVC,Divers centre,Coutenet,non
570,013-10,9,PEROTTINO,Serge,M.,LR,Les Républicains,Perottino,non
571,013-10,10,COLANTONIO,Céline,Mme,ECO,Ecologistes,Colantonio,non
572,013-10,11,MARTI,Robert,M.,DSV,Droite souverainiste,Marti,non
573,013-10,12,BOURCET-GINER,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),Bourcet-Giner,non
574,013-10,13,DESBLANCS,Lucie,Mme,ECO,Ecologistes,Desblancs,non
575,013-11,1,BRUN,Rodolphe,M.,ECO,Ecologistes,Brun,non
576,013-11,2,MARIA,Charlotte,Mme,DXG,Divers extrême gauche,Maria,non
577,013-11,3,SALORD,Stéphane,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Salord,non
578,013-11,4,EL DEBS,Sébastien,M.,DSV,Droite souverainiste,El Debs,non
579,013-11,5,PIANO,Jérémie,M.,REC,Reconquête !,Piano,non
580,013-11,6,HADJALI,Romain,M.,ECO,Ecologistes,Hadjali,non
581,013-11,7,FANFAN,Céline,Mme,ECO,Ecologistes,Fanfan,non
582,013-11,8,FABRE-AUBRESPY,Hervé,M.,RN,Rassemblement National,Fabre-Aubrespy,non
583,013-11,9,LAQHILA,Mohamed,M.,ENS,Ensemble ! (Majorité présidentielle),Laqhila,oui
584,013-11,10,LIBERMAN,Hervé,M.,UDI,Union des Démocrates et des Indépendants,Liberman,non
585,013-11,11,VIRZI,Elodie,Mme,DVC,Divers centre,Virzi,non
586,013-11,12,DELALANDE,Régis,M.,REG,Régionaliste,Delalande,non
587,013-11,13,CASTEL,Rodolph,M.,DVG,Divers gauche,Castel,non
588,013-12,1,CASTANET,Audrey,Mme,ECO,Ecologistes,Castanet,non
589,013-12,2,DJEDOU,Faouzi,M.,DVG,Divers gauche,Djedou,non
590,013-12,3,DELESPAUL,Hervé,M.,DSV,Droite souverainiste,Delespaul,non
591,013-12,4,CLOSTERMANN,Jacques,M.,REC,Reconquête !,Clostermann,non
592,013-12,5,ROCHE,François,M.,DXG,Divers extrême gauche,Roche,non
593,013-12,6,ALLISIO,Franck,M.,RN,Rassemblement National,Allisio,non
594,013-12,7,CHAUVIN,Isabelle,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Chauvin,non
595,013-12,8,RIBEIRO,Stéphane,M.,ECO,Ecologistes,Ribeiro,non
596,013-12,9,DIARD,Eric,M.,LR,Les Républicains,Diard,oui
597,013-13,1,VILLECOURT-GIL,Christiane,Mme,REC,Reconquête !,Villecourt-Gil,non
598,013-13,2,DHARRÉVILLE,Pierre,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Dharréville,oui
599,013-13,3,BUSSON,Stéphanie,Mme,DSV,Droite souverainiste,Busson,non
600,013-13,4,MAINVILLE,Marie,Mme,ECO,Ecologistes,Mainville,non
601,013-13,5,FOUQUART,Emmanuel,M.,RN,Rassemblement National,Fouquart,non
602,013-13,6,FRANZI,Olivia,Mme,ECO,Ecologistes,Franzi,non
603,013-13,7,CHEVREUX,Joël-Pierre,M.,ECO,Ecologistes,Chevreux,non
604,013-13,8,LOPEZ,Francis,M.,DIV,Divers,Lopez,non
605,013-13,9,ROUBY,Isabelle,Mme,LR,Les Républicains,Rouby,non
606,013-13,10,MÉTRAL,Cyril,M.,DXG,Divers extrême gauche,Métral,non
607,013-13,11,BOISSIN,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle),Boissin,non
608,013-14,1,CALBET,Catie,Mme,REC,Reconquête !,Calbet,non
609,013-14,2,KAVAZIAN,Alain,M.,ECO,Ecologistes,Kavazian,non
610,013-14,3,BOULAN,Michel,M.,LR,Les Républicains,Boulan,non
611,013-14,4,BONIN,Fabrice,M.,DSV,Droite souverainiste,Bonin,non
612,013-14,5,COCH,Emeline,Mme,RN,Rassemblement National,Coch,non
613,013-14,6,LE CACHEUX,Hélène,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Le Cacheux,non
614,013-14,7,MICHON,Valérie,Mme,ECO,Ecologistes,Michon,non
615,013-14,8,ROCHE,Anne,Mme,DXG,Divers extrême gauche,Roche,non
616,013-14,9,LONG,Cédric,M.,REG,Régionaliste,Long,non
617,013-14,10,PETEL,Anne-Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),Petel,oui
618,013-14,11,DE BUSSCHERE,Charlotte,Mme,ECO,Ecologistes,De Busschere,non
619,013-14,12,BOURGAREL,Rémi,M.,DVC,Divers centre,Bourgarel,non
