epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre,tx_chomage,vote_fn
200072007,CC DE LA MONTAGNE D ARDECHE,3370,2770,82.2,200072007.0,La Montagne d'Ardèche,17440.0,"2,9",07,"12,1","28,0",75.1,7.2,25.0
200072015,CA ANNONAY RHONE AGGLO,38970,32830,84.2,200072015.0,Annonay Rhône Agglo,20770.0,"2,8",07,"9,9","19,4",77.4,8.9,24.1
200072023,CC COUR DE CHARENTE,16990,14930,87.9,200072023.0,Cœur de Charente,19320.0,"2,8",16,"10,8","21,8",82.3,10.1,26.1
200072031,CA DE LA REGION DE CHATEAU THIERRY,40360,34660,85.9,200072031.0,La Région de Château-Thierry,20070.0,"3,0",02,"12,6","23,0",78.8,11.0,32.7
200072049,CC DE CHARENTE LIMOUSINE,27510,24100,87.6,200072049.0,Charente Limousine,18420.0,"2,9",16,"13,4","26,4",82.0,9.5,21.6
200072056,CC PORTE DU JURA,7970,6620,83.1,200072056.0,Porte du Jura,20390.0,"2,6",39,"8,6","19,3",76.8,7.7,27.6
200072064,CC VAL DE CHER CONTROIS,36650,32210,87.9,200072064.0,Val-de-Cher-Controis,20160.0,"2,7",41,"8,6","18,4",81.4,8.6,27.6
200072072,CA TERRITOIRES VENDOMOIS,40930,37000,90.4,200072072.0,Territoires Vendômois,20700.0,"2,8",41,"9,4","17,9",85.2,8.4,23.5
200072080,CC DU PAYS DE SAINT ELOY,11610,9860,84.9,200072080.0,Le Pays de Saint-Éloy,18550.0,"2,8",63,"13,0","26,7",78.7,8.8,22.9
200072098,CC COMBRAILLES SIOULE ET MORGE,15090,13160,87.2,200072098.0,Combrailles Sioule et Morge,21440.0,"2,6",63,"6,0","14,3",81.2,6.4,19.6
200072106,CC ADOUR MADIRAN,19030,16220,85.2,200072106.0,Adour Madiran,19480.0,"2,8",65,"9,8","21,3",79.2,8.9,23.4
200072130,CA DU PAYS DE MEAUX,78420,65460,83.5,200072130.0,Le Pays de Meaux,21420.0,"3,2",77,"13,1","23,1",76.2,9.2,24.4
200072304,CC VALLEE DE L UBAYE SERRE PONÇON,5950,4850,81.5,200072304.0,Vallée de l'Ubaye - Serre-Ponçon,19600.0,"3,1",04,"9,7","21,9",70.6,7.0,22.3
200072312,CA SEINE NORMANDIE AGGLOMERATION,63100,55030,87.2,200072312.0,Seine Normandie Agglomération,21850.0,"3,1",27,"10,4","19,3",80.6,9.8,26.6
200072320,CC VAL DE GERS,7770,6680,86.0,200072320.0,Val de Gers,19950.0,"2,8",32,"10,3","21,6",80.2,6.9,18.6
200072346,CA DU PAYS DE FONTAINEBLEAU,53800,46830,87.0,200072346.0,Le Pays de Fontainebleau,26580.0,"3,7",77,"6,5","11,8",82.0,7.5,15.9
200072452,CA FOUGERES AGGLOMERATION,42420,38480,90.7,200072452.0,Fougères Agglomération,19880.0,"2,6",35,"9,2","18,3",83.0,7.9,18.2
200072460,"CA DE BETHUNE BRUAY, ARTOIS LYS ROMANE",213360,192490,90.2,200072460.0,"Béthune-Bruay, Artois-Lys Romane",18490.0,"2,9",62,"16,2","28,7",84.0,11.4,37.5
200072478,CC PAYS D OPALE,18060,16280,90.1,200072478.0,Pays d'Opale,19000.0,"2,8",62,"11,9","23,9",84.6,10.1,36.3
200072544,CC DES DEUX MORIN,19580,16650,85.0,200072544.0,Les Deux Morin,21490.0,"2,8",77,"8,8","17,7",78.5,10.0,34.9
200072635,CC PYRENEES HAUT GARONNAISES,12390,10450,84.3,200072635.0,Pyrénées Haut Garonnaises,19940.0,"2,9",31,"10,7","21,7",77.8,8.6,18.9
200072643,CC COUR ET COTEAUX DU COMMINGES,34420,28320,82.3,200072643.0,Cœur et Coteaux du Comminges,19310.0,"3,2",31,"15,5","26,6",75.9,10.4,24.3
200072650,CC TOURAINE VALLEE DE L INDRE,41010,37530,91.5,200072650.0,Touraine Vallée de l'Indre,22360.0,"2,5",37,"5,0","10,4",86.5,6.1,20.2
200072668,CC TOURAINE VAL DE VIENNE,19300,17120,88.7,200072668.0,Touraine Val de Vienne,19290.0,"2,7",37,"9,4","20,3",82.3,9.6,27.3
200072676,CC MAINE SAOSNOIS,20840,18660,89.5,200072676.0,Maine Saosnois,19540.0,"2,6",72,"10,0","20,5",82.4,8.9,26.6
200072684,CC LE GESNOIS BILURIEN,22940,20960,91.4,200072684.0,Le Gesnois Bilurien,20790.0,"2,4",72,"6,2","14,1",86.0,6.9,25.2
200072692,CC DES VALLEES DE LA BRAYE ET DE L ANILLE,11580,10410,89.9,200072692.0,Les Vallées de la Braye et de l'Anille,20160.0,"2,5",72,"8,3","17,4",82.5,8.9,25.2
200072700,CC HAUTE SARTHE ALPES MANCELLES,16810,15180,90.3,200072700.0,Haute Sarthe Alpes Mancelles,19780.0,"2,5",72,"8,2","18,0",84.8,8.4,24.5
200072718,CC DE LA CHAMPAGNE CONLINOISE ET DU PAYS DE SILLE,13540,12250,90.5,200072718.0,La Champagne Conlinoise et du Pays de Sillé,20220.0,"2,6",72,"8,5","17,6",85.4,7.7,23.1
200072726,CC CHATEAUBRIANT DERVAL,33350,28850,86.5,200072726.0,Châteaubriant-Derval,19130.0,"2,6",44,"10,9","22,2",80.1,8.8,20.4
200072734,CC ESTUAIRE ET SILLON,29310,26280,89.7,200072734.0,Estuaire et Sillon,22620.0,"2,4",44,"5,0","10,4",83.8,6.0,16.9
200072825,CC MIREBELLOIS ET FONTENOIS,9510,8500,89.4,200072825.0,Mirebellois et Fontenois,22510.0,"2,6",21,"5,0","11,2",84.0,5.2,27.6
200072874,CC VAL BRIARD,21660,18720,86.4,200072874.0,Val Briard,24850.0,"2,6",77,"5,0","8,4",80.1,6.5,29.0
200072882,CC DE VIE ET BOULOGNE,33780,30380,89.9,200072882.0,Vie et Boulogne,20750.0,"2,4",85,"5,0","13,0",84.0,6.8,19.2
200072981,CC TOURAINE OUEST VAL DE LOIRE,25390,22770,89.7,200072981.0,Touraine Ouest Val de Loire,20180.0,"2,7",37,"8,4","18,0",83.5,8.1,27.6
200072999,CC DU GRAND LANGRES,16100,13860,86.1,200072999.0,Le Grand Langres,20450.0,"2,8",52,"10,3","19,4",80.1,8.8,28.4
200073013,CC CARNELLE PAYS DE FRANCE,25100,21800,86.9,200073013.0,Carnelle Pays-De-France,26380.0,"2,8",95,"5,0","8,4",81.2,6.4,24.1
200073096,CA ARCHE AGGLO,44890,38350,85.4,200073096.0,Arche Agglo,21090.0,"2,8",26,"8,3","17,7",78.5,8.6,24.1
200073104,CC DE L ILE ROUSSE BALAGNE,8610,7070,82.1,200073104.0,L'Île-Rousse - Balagne,18900.0,"3,7",2B,"14,7","27,0",73.4,9.1,21.4
200073112,CC SUD SARTHE,17410,15500,89.0,200073112.0,Sud Sarthe,19460.0,"2,5",72,"9,4","19,3",82.5,9.2,27.4
200073120,CC NEBBIU CONCA D ORO,5500,4490,81.6,200073120.0,Nebbiu - Conca d'Oro,19610.0,"3,7",2B,"13,0","24,7",73.3,8.7,24.5
200073138,CC PASQUALE PAOLI,4270,3370,78.9,200073138.0,Pasquale Paoli,18730.0,"3,5",2B,"15,7","27,6",71.2,8.8,22.8
200073146,CC CAGIRE GARONNE SALAT,14090,11760,83.5,200073146.0,Cagire Garonne Salat,19960.0,"3,0",31,"11,4","22,3",76.3,9.8,21.4
200073161,CC TOURAINE EST VALLEES,31030,28190,90.8,200073161.0,Touraine-Est Vallées,22850.0,"2,7",37,"5,0","11,0",85.9,6.2,18.8
200073237,CC DE GATINE ET CHOISILLES PAYS DE RACAN,16440,14900,90.6,200073237.0,Gâtine et Choisilles - Pays de Racan,21880.0,"2,6",37,"5,0","12,1",85.4,6.5,23.0
200073245,CC DU BASSIN D AUBENAS,31990,25890,80.9,200073245.0,Le Bassin d'Aubenas,19540.0,"3,1",07,"13,2","24,7",73.0,12.6,21.6
200073252,CC DE LA CASTAGNICCIA CASINCA,9820,7350,74.8,200073252.0,La Castagniccia-Casinca,17850.0,"3,4",2B,"18,7","32,6",64.7,10.3,25.7
200073260,CC SUD VENDEE LITTORAL,44070,38780,88.0,200073260.0,Sud Vendée Littoral,19880.0,"2,6",85,"7,8","18,0",80.8,9.9,23.4
200073344,CA RAMBOUILLET TERRITOIRES,61410,54140,88.2,200073344.0,Rambouillet Territoires,27480.0,"3,0",78,"5,0","8,1",82.6,6.3,14.8
200073393,CC DES RIVES DU HAUT ALLIER,13060,10870,83.2,200073393.0,Les Rives du Haut-Allier,18360.0,"2,8",43,"11,4","26,0",76.2,7.5,20.6
200073401,CC MEZENC LOIRE MEYGAL,8680,7230,83.3,200073401.0,Mézenc-Loire-Meygal,19810.0,"2,6",43,"7,9","18,9",76.3,5.8,20.8
200073419,CA DU PUY EN VELAY,65570,55690,84.9,200073419.0,Le Puy-en-Velay,20110.0,"2,9",43,"11,0","21,4",78.7,8.4,19.9
200073427,CC MARCHES DU VELAY ROCHEBARON,24220,20770,85.8,200073427.0,Marches du Velay-Rochebaron,21200.0,"2,6",43,"5,8","14,7",79.0,6.9,28.6
200077014,CA VIENNE CONDRIEU,72030,62290,86.5,200077014.0,Vienne Condrieu,22450.0,"3,2",69,"10,3","18,6",79.3,7.7,24.2
200083392,CA LAVAL AGGLOMERATION,87070,78860,90.6,200083392.0,Laval Agglomération,21150.0,"2,8",53,"9,5","17,8",84.6,7.3,14.0
200084952,CU LE HAVRE SEINE METROPOLE,204950,179200,87.4,200084952.0,Le Havre Seine Métropole,20570.0,"3,3",76,"15,6","25,0",81.2,12.5,22.0
200085728,CC BRIOUDE SUD AUVERGNE,13110,11150,85.0,200085728.0,Brioude Sud Auvergne,19640.0,"2,9",43,"11,6","22,8",78.8,9.5,18.3
200085751,CC D ENTRE BIEVRE ET RHONE,53460,45110,84.4,200085751.0,Entre Bièvre et Rhône,21190.0,"2,9",38,"10,3","20,0",76.9,9.4,29.9
240100610,CC DE LA COTIERE A MONTLUEL,17580,15080,85.8,240100610.0,La Côtière à Montluel,23220.0,"2,8",01,"5,8","13,4",79.3,6.7,27.6
240100750,CA DU PAYS DE GEX,55070,40880,74.2,240100750.0,Le Pays de Gex,34520.0,"7,3",01,"13,4","18,3",64.2,8.2,14.1
240100800,CC DE MIRIBEL ET DU PLATEAU,18770,16730,89.1,240100800.0,Miribel et du Plateau,25310.0,"3,1",01,"5,6","11,5",83.5,6.6,20.6
240100883,CC DE LA PLAINE DE L AIN,60440,51600,85.4,240100883.0,La Plaine de l'Ain,22260.0,"2,9",01,"7,5","15,7",78.6,7.8,29.5
240100891,CC DU PAYS BELLEGARDIEN (CCPB),15940,12560,78.8,240100891.0,Le Pays Bellegardien (CCPB),22550.0,"4,0",01,"11,1","20,1",69.8,10.9,23.8
240200444,CC DE LA THIERACHE DU CENTRE,18850,16580,88.0,240200444.0,La Thiérache du Centre,18340.0,"2,9",02,"16,1","28,5",82.4,12.4,39.8
240200469,CC DU PAYS DE LA SERRE,10510,9320,88.7,240200469.0,Le Pays de la Serre,19040.0,"2,9",02,"13,5","26,4",83.7,12.4,41.0
240200477,CA GRANDSOISSONS AGGLOMERATION,39000,33860,86.8,240200477.0,GrandSoissons Agglomération,18760.0,"3,3",02,"19,4","31,5",80.5,14.6,32.9
240200493,CC DU PAYS DU VERMANDOIS,23020,20730,90.1,240200493.0,Le Pays du Vermandois,18930.0,"3,0",02,"15,8","28,1",84.4,12.5,37.9
240200501,CC DU VAL DE L AISNE,15040,13390,89.0,240200501.0,Le Val de l'Aisne,20330.0,"2,6",02,"8,3","18,7",83.5,9.9,40.4
240200519,CC DU CANTON D OULCHY LE CHATEAU,4130,3610,87.4,240200519.0,Le Canton d'Oulchy-le-Château,20100.0,"2,7",02,"7,2","16,4",80.9,9.9,38.0
240200576,CC DE LA CHAMPAGNE PICARDE,14940,13410,89.8,240200576.0,La Champagne Picarde,20160.0,"2,7",02,"9,4","19,6",84.4,9.1,38.7
240200584,CC DU CANTON DE CHARLY SUR MARNE,11060,9320,84.3,240200584.0,Le Canton de Charly-sur-Marne,21060.0,"2,9",02,"8,4","17,5",77.1,9.7,34.6
240200592,CC DU CHEMIN DES DAMES,4000,3520,88.0,240200592.0,Le Chemin des Dames,20150.0,"2,8",02,"9,8","19,8",83.0,9.7,36.9
240200600,CC DES TROIS RIVIERES,14710,12820,87.2,240200600.0,Les Trois Rivières,16850.0,"3,0",02,"22,2","36,5",80.9,15.2,39.5
240200634,CC DES PORTES DE LA THIERACHE,4960,4430,89.3,240200634.0,Les Portes de la Thiérache,17130.0,"3,1",02,"19,0","33,1",83.5,14.6,40.7
240300491,CC DU PAYS DE LAPALISSE,6500,5610,86.3,240300491.0,Le Pays de Lapalisse,18720.0,"2,8",03,"11,5","23,6",80.0,9.3,28.4
240300558,CC DU PAYS DE TRONÇAIS,5730,4910,85.7,240300558.0,Le Pays de Tronçais,18650.0,"3,1",03,"14,0","26,0",79.2,10.0,24.4
240300566,CC DU VAL DE CHER,4270,3840,89.9,240300566.0,Le Val de Cher,20250.0,"2,5",03,"8,9","18,4",84.8,8.4,26.6
240300657,CC DU PAYS D HURIEL,5670,4940,87.1,240300657.0,Le Pays d'Huriel,19640.0,"2,7",03,"10,5","21,9",81.3,8.3,25.9
240400440,CC PAYS FORCALQUIER ET MONTAGNE DE LURE,7940,5830,73.4,240400440.0,Pays Forcalquier et Montagne de Lure,19110.0,"3,4",04,"14,2","27,0",65.6,11.9,19.6
240500439,CC DU BRIANÇONNAIS,15900,13590,85.5,240500439.0,Le Briançonnais,20330.0,"3,0",05,"9,1","19,6",76.4,5.4,18.4
240500462,CC DU PAYS DES ECRINS,5300,4260,80.4,240500462.0,Le Pays des Ecrins,19860.0,"3,0",05,"9,2","19,5",70.8,5.6,16.3
240600551,CA DE LA RIVIERA FRANÇAISE,48400,36240,74.9,240600551.0,La Riviera Française,21670.0,"3,6",06,"11,2","20,2",66.7,9.0,31.0
240600585,CA DE SOPHIA ANTIPOLIS,159000,130000,81.8,240600585.0,Sophia Antipolis,23550.0,"3,9",06,"9,2","17,1",73.4,9.5,23.7
240600593,CC DU PAYS DES PAILLONS,20230,16210,80.1,240600593.0,Le Pays des Paillons,22150.0,"3,0",06,"8,1","16,1",72.2,8.1,40.9
240700302,CC DU PAYS BEAUME DROBIE,7200,5400,75.0,240700302.0,Le Pays Beaume-Drobie,18860.0,"3,3",07,"15,3","28,6",67.8,13.0,17.1
240700617,CC VAL DE LIGNE,4760,3660,76.9,240700617.0,Val de Ligne,18720.0,"3,1",07,"14,7","26,6",68.3,14.6,18.9
240700716,CC DU VAL D AY,4540,3800,83.7,240700716.0,Le Val d'Ay,20360.0,"2,5",07,"7,0","15,7",76.2,7.7,27.3
240700815,CC BERG ET COIRON,5800,4730,81.6,240700815.0,Berg et Coiron,20030.0,"2,8",07,"10,7","21,0",74.1,9.9,21.5
240700864,CC DU RHONE AUX GORGES DE L ARDECHE,14740,11380,77.2,240700864.0,Le Rhône aux Gorges de l'Ardèche,19970.0,"3,1",07,"12,5","23,5",70.1,11.6,32.2
240800821,"CC ARDENNE, RIVES DE MEUSE",19400,16230,83.7,240800821.0,"Ardenne, Rives de Meuse",18310.0,"3,1",08,"16,0","29,2",77.7,14.4,30.3
240800847,CC DES PORTES DU LUXEMBOURG,14600,12400,84.9,240800847.0,Les Portes du Luxembourg,18820.0,"2,9",08,"12,5","24,9",78.9,11.2,35.7
240800862,CC DES CRETES PREARDENNAISES,16220,14420,88.9,240800862.0,Les Crêtes Préardennaises,19890.0,"3,0",08,"10,5","22,1",84.0,8.9,36.4
240800920,CC DE L ARGONNE ARDENNAISE,12840,11520,89.7,240800920.0,L'Argonne Ardennaise,18810.0,"3,0",08,"13,3","25,3",85.1,9.5,31.6
240900431,CC DU PAYS DE TARASCON,6710,5500,82.0,240900431.0,Le Pays de Tarascon,18840.0,"2,9",09,"13,6","25,3",75.3,11.3,20.4
240900464,CC DU PAYS D OLMES,12120,9670,79.8,240900464.0,Le Pays d'Olmes,17890.0,"2,9",09,"17,8","30,6",72.1,15.5,28.2
241000223,"CC FORETS, LACS, TERRES EN CHAMPAGNE",5200,4640,89.2,241000223.0,"Forêts, Lacs, Terres en Champagne",21220.0,"2,7",10,"6,8","15,1",84.0,8.2,35.5
241000405,CC DE LA REGION DE BAR SUR AUBE,8100,7220,89.1,241000405.0,La Région de Bar-sur-Aube,19550.0,"3,2",10,"12,9","22,5",82.6,10.9,34.3
241000447,CC DU PAYS D OTHE,5870,5080,86.5,241000447.0,Le Pays d'Othe,19880.0,"2,9",10,"12,2","22,5",80.4,11.8,32.4
241000488,CC DE L ORVIN ET DE L ARDUSSON,6320,5620,88.9,241000488.0,L'Orvin et de l'Ardusson,21000.0,"2,7",10,"6,4","15,9",82.1,10.4,33.7
241100593,CA LE GRAND NARBONNE,107620,89310,83.0,241100593.0,Le Grand Narbonne,18710.0,"3,3",11,"16,9","28,6",76.1,13.3,29.9
241200187,CA RODEZ AGGLOMERATION,44530,38850,87.2,241200187.0,Rodez Agglomération,21630.0,"3,1",12,"9,9","18,6",82.0,6.8,13.3
241200542,CC DU REQUISTANAIS,4180,3590,85.9,241200542.0,Le Réquistanais,18790.0,"2,9",12,"10,5","26,5",80.9,5.9,18.0
241200567,CC DE MILLAU GRANDS CAUSSES,24040,20420,84.9,241200567.0,Millau Grands Causses,19550.0,"2,9",48,"11,4","22,4",79.1,9.5,18.0
241200625,CC DU PAYS RIGNACOIS,4250,3690,86.8,241200625.0,Le Pays Rignacois,20330.0,"2,6",12,"6,5","17,7",80.9,4.9,15.0
241200641,CC CONQUES MARCILLAC,9470,8230,86.9,241200641.0,Conques-Marcillac,21380.0,"2,9",12,"6,7","16,2",81.6,5.1,13.9
241200658,CC DU PAYS DE SALARS,6270,5580,89.0,241200658.0,Le Pays de Salars,21230.0,"2,7",12,"5,0","13,2",84.1,4.0,18.0
241200674,CC DU PLATEAU DE MONTBAZENS,4890,4110,84.0,241200674.0,Le Plateau de Montbazens,19950.0,"2,7",12,"8,2","19,1",78.5,5.9,16.0
241200765,CC DE LEVEZOU PARELOUP,4200,3670,87.4,241200765.0,Lévézou Pareloup,19090.0,"3,0",12,"9,3","21,8",82.4,4.5,17.7
241200807,CC AVEYRON BAS SEGALA VIAUR,4510,3590,79.6,241200807.0,Aveyron Bas Ségala Viaur,18570.0,"2,8",12,"10,2","24,8",72.7,7.6,16.1
241200906,CC LARZAC ET VALLEES,3950,3230,81.8,241200906.0,Larzac et Vallées,18640.0,"3,0",12,"11,6","25,2",74.7,7.5,22.1
241200914,CC DE LA MUSE ET DES RASPES DU TARN,3830,3150,82.2,241200914.0,La Muse et des Raspes du Tarn,18880.0,"3,0",12,"11,6","23,7",76.8,7.5,18.7
241300375,CC VALLEE DES BAUX ALPILLES (CC VBA),23970,19810,82.6,241300375.0,Vallée des Baux-Alpilles (CC VBA),22070.0,"3,6",13,"8,6","17,3",75.8,9.5,27.2
241300417,CA D ARLES CRAU CAMARGUE MONTAGNETTE,70350,55040,78.2,241300417.0,Arles-Crau-Camargue-Montagnette,18670.0,"3,4",13,"18,9","31,3",70.1,10.9,31.2
241400415,CC COUR COTE FLEURIE,18380,16560,90.1,241400415.0,Cœur Côte Fleurie,21090.0,"3,7",14,"9,6","19,0",84.7,10.7,18.2
241400514,CC DU PAYS DE FALAISE,20810,18850,90.6,241400514.0,Le Pays de Falaise,19840.0,"2,6",14,"9,4","19,6",84.3,8.6,26.1
241400555,CC DE BAYEUX INTERCOM,25410,23490,92.4,241400555.0,Bayeux Intercom,21190.0,"2,9",14,"8,4","17,3",87.2,9.3,19.9
241400860,CC COUR DE NACRE,20660,19200,92.9,241400860.0,Cœur de Nacre,23480.0,"3,0",14,"5,3","11,6",89.5,8.0,16.0
241400878,CC TERRE D AUGE,15390,13820,89.8,241400878.0,Terre d'Auge,21370.0,"3,0",14,"6,1","14,7",83.9,7.0,23.9
241500230,CA DU BASSIN D AURILLAC,43880,40230,91.7,241500230.0,Le Bassin d'Aurillac,21040.0,"2,8",15,"9,1","17,6",86.6,7.1,16.7
241500255,CC DU PAYS GENTIANE,5080,4510,88.8,241500255.0,Le Pays Gentiane,18500.0,"2,8",15,"9,3","23,7",81.3,6.0,18.3
241500271,CC DU PAYS DE MAURIAC,5160,4620,89.5,241500271.0,Le Pays de Mauriac,19330.0,"2,8",15,"9,5","21,5",83.5,6.2,17.8
241501055,CC SUMENE ARTENSE,6390,5650,88.4,241501055.0,Sumène - Artense,19020.0,"2,7",15,"9,0","21,1",83.4,6.6,17.9
241501089,CC CERE ET GOUL EN CARLADES,3810,3430,90.0,241501089.0,Cère et Goul en Carladès,19750.0,"2,8",15,"7,9","19,9",84.3,5.7,19.5
241501139,CC DU PAYS DE SALERS,6590,5900,89.5,241501139.0,Le Pays de Salers,18750.0,"2,8",15,"10,5","24,4",83.9,6.1,18.5
241600303,CC DU ROUILLACAIS,7580,6620,87.3,241600303.0,Le Rouillacais,19910.0,"3,0",16,"9,3","19,6",80.9,8.4,25.8
241700434,CA DE LA ROCHELLE,146870,128570,87.5,241700434.0,La Rochelle,22100.0,"3,2",17,"10,1","18,3",81.1,10.4,14.1
241700459,CC DE L ILE DE RE,15930,14180,89.0,241700459.0,L'Île de Ré,24160.0,"3,6",17,"6,3","13,3",84.1,9.8,13.4
241700517,CC COUR DE SAINTONGE,13260,11450,86.3,241700517.0,Cœur de Saintonge,19820.0,"2,7",17,"8,0","18,4",79.9,8.5,27.8
241700624,CC DE L ILE D OLERON,20360,17250,84.7,241700624.0,L'Île d'Oléron,20890.0,"3,1",17,"8,1","17,8",76.9,11.6,22.3
241700632,CC DE GEMOZAC ET DE LA SAINTONGE VITICOLE,11440,9740,85.1,241700632.0,Gémozac et de la Saintonge Viticole,19340.0,"2,7",17,"8,2","20,1",78.7,9.2,28.8
241700640,CA ROYAN ATLANTIQUE,77460,68520,88.5,241700640.0,Royan Atlantique,21170.0,"3,1",17,"8,0","17,3",83.5,11.2,22.3
241700699,CC DU BASSIN DE MARENNES,12440,10760,86.5,241700699.0,Le Bassin de Marennes,19470.0,"2,7",17,"9,5","20,5",79.7,11.7,29.0
241800374,CC LA SEPTAINE,6640,5900,88.9,241800374.0,La Septaine,20360.0,"2,5",18,"7,2","16,5",82.2,8.4,29.7
241800424,CC LE DUNOIS,5420,4790,88.4,241800424.0,Le Dunois,20130.0,"2,7",18,"8,9","18,8",80.6,8.9,28.6
241800432,CC LES TROIS PROVINCES,4030,3480,86.4,241800432.0,Les Trois Provinces,17780.0,"2,9",18,"16,4","28,7",78.9,11.8,31.6
241800457,CC FERCHER PAYS FLORENTAIS,8720,7580,86.9,241800457.0,Fercher Pays Florentais,20260.0,"2,6",18,"9,1","18,2",80.6,9.2,23.1
241800507,CA BOURGES PLUS,79930,69580,87.1,241800507.0,Bourges Plus,21090.0,"3,2",18,"13,9","22,0",80.3,10.0,17.7
241900133,CC DE VENTADOUR EGLETONS MONEDIERES,7290,6410,87.9,241900133.0,Ventadour - Egletons - Monédières,19540.0,"2,9",19,"10,8","23,3",83.0,7.1,17.1
241927201,CA TULLE AGGLO,34680,30710,88.6,241927201.0,Tulle Agglo,21120.0,"2,9",19,"9,1","18,1",83.7,8.1,15.0
241927243,CC DU PAYS D UZERCHE,7290,6370,87.4,241927243.0,Le Pays d'Uzerche,20220.0,"2,8",19,"8,7","20,1",82.9,6.6,19.6
242000354,CA DE BASTIA,40260,32700,81.2,242000354.0,Bastia,19780.0,"3,8",2B,"17,5","28,3",72.9,8.0,29.5
242000495,CC DE L ALTA ROCCA,6110,4920,80.5,242000495.0,L'Alta Rocca,19320.0,"3,7",2A,"14,0","25,4",71.0,12.2,26.2
242000503,CC CELAVU PRUNELLI,7100,5830,82.1,242000503.0,Celavu-Prunelli,22530.0,"3,3",2A,"7,4","15,4",74.4,7.5,26.7
242010056,CA DU PAYS AJACCIEN,62050,51120,82.4,242010056.0,Le Pays Ajaccien,21390.0,"3,4",2A,"11,5","21,0",75.1,7.1,31.6
242010130,CC DU SARTENAIS VALINCO TARAVO,9090,7200,79.2,242010130.0,Le Sartenais Valinco Taravo,19480.0,"3,5",2A,"16,1","29,2",71.2,11.6,26.9
242020071,CC DU CENTRE CORSE,5680,4760,83.8,242020071.0,Le Centre Corse,19680.0,"3,5",2B,"15,1","27,0",76.2,6.6,20.4
242020105,CC DE CALVI BALAGNE,9200,7480,81.3,242020105.0,Calvi Balagne,18980.0,"3,7",2B,"14,3","26,5",71.0,11.7,27.0
242100154,CC DES VALLEES DE LA TILLE ET DE L IGNON,10280,9070,88.2,242100154.0,Les Vallées de la Tille et de l'Ignon,22510.0,"2,7",21,"5,1","11,7",82.6,7.2,25.7
242100410,DIJON METROPOLE,189830,165600,87.2,242100410.0,Dijon Métropole,21500.0,"3,3",21,"12,4","21,6",81.4,9.7,16.4
