dep,datetime,hosp,rea,HospConv,SSR_USLD,autres,rad,dc,population,hosp_pour_100k,rea_pour_100k
26,2021-06-08,86,16,43.0,27.0,0.0,2892,771,511553,16.8,3.1
27,2021-06-08,136,12,31.0,93.0,0.0,1885,484,601843,22.6,2.0
28,2021-06-08,73,16,24.0,33.0,0.0,2806,509,433233,16.9,3.7
29,2021-06-08,77,10,36.0,29.0,2.0,1084,259,909028,8.5,1.1
2A,2021-06-08,29,4,5.0,16.0,4.0,492,117,157249,18.4,2.5
2B,2021-06-08,4,0,0.0,3.0,1.0,450,88,177689,2.3,0.0
30,2021-06-08,128,22,38.0,66.0,2.0,2918,641,744178,17.2,3.0
31,2021-06-08,163,31,75.0,54.0,3.0,5179,803,1362672,12.0,2.3
32,2021-06-08,8,2,4.0,2.0,0.0,454,98,191091,4.2,1.0
33,2021-06-08,249,50,148.0,46.0,5.0,5265,1043,1583384,15.7,3.2
34,2021-06-08,142,30,66.0,45.0,1.0,4599,979,1144892,12.4,2.6
35,2021-06-08,227,26,110.0,85.0,6.0,3466,701,1060199,21.4,2.5
36,2021-06-08,36,5,13.0,18.0,0.0,1022,264,222232,16.2,2.2
37,2021-06-08,90,17,23.0,49.0,1.0,2151,493,606511,14.8,2.8
38,2021-06-08,266,30,92.0,138.0,6.0,7535,1754,1258722,21.1,2.4
39,2021-06-08,32,3,21.0,5.0,3.0,1962,482,260188,12.3,1.2
40,2021-06-08,35,5,23.0,7.0,0.0,870,242,407444,8.6,1.2
41,2021-06-08,68,7,20.0,40.0,1.0,1593,327,331915,20.5,2.1
42,2021-06-08,282,39,180.0,63.0,0.0,5683,1351,762941,37.0,5.1
43,2021-06-08,40,2,19.0,18.0,1.0,1274,253,227283,17.6,0.9
44,2021-06-08,112,24,47.0,40.0,1.0,3879,832,1394909,8.0,1.7
45,2021-06-08,167,38,49.0,74.0,6.0,3032,642,678105,24.6,5.6
46,2021-06-08,4,1,0.0,3.0,0.0,402,100,173828,2.3,0.6
47,2021-06-08,24,4,16.0,4.0,0.0,839,183,332842,7.2,1.2
48,2021-06-08,8,0,7.0,1.0,0.0,440,119,76601,10.4,0.0
49,2021-06-08,92,20,44.0,28.0,0.0,3308,707,813493,11.3,2.5
50,2021-06-08,110,11,43.0,56.0,0.0,1458,371,496883,22.1,2.2
51,2021-06-08,158,22,80.0,56.0,0.0,3517,901,568895,27.8,3.9
52,2021-06-08,34,2,16.0,16.0,0.0,1345,368,175640,19.4,1.1
53,2021-06-08,36,4,20.0,12.0,0.0,1252,273,307445,11.7,1.3
54,2021-06-08,165,36,83.0,44.0,2.0,4622,1207,733481,22.5,4.9
55,2021-06-08,16,4,7.0,5.0,0.0,1391,380,187187,8.5,2.1
56,2021-06-08,119,11,45.0,32.0,31.0,2016,424,750863,15.8,1.5
57,2021-06-08,162,31,74.0,50.0,7.0,7498,2399,1043522,15.5,3.0
58,2021-06-08,73,3,27.0,43.0,0.0,1044,329,207182,35.2,1.4
59,2021-06-08,763,166,377.0,214.0,6.0,16749,3813,2604361,29.3,6.4
60,2021-06-08,309,35,110.0,163.0,1.0,4972,1370,824503,37.5,4.2
61,2021-06-08,64,13,21.0,30.0,0.0,1666,352,283372,22.6,4.6
62,2021-06-08,420,65,208.0,145.0,2.0,8096,1930,1468018,28.6,4.4
63,2021-06-08,118,7,55.0,45.0,11.0,2709,741,653742,18.0,1.1
64,2021-06-08,68,7,33.0,28.0,0.0,2003,478,677309,10.0,1.0
65,2021-06-08,17,3,13.0,1.0,0.0,968,205,228530,7.4,1.3
66,2021-06-08,74,10,24.0,38.0,2.0,1364,325,474452,15.6,2.1
67,2021-06-08,281,34,174.0,72.0,1.0,7110,1704,1125559,25.0,3.0
68,2021-06-08,118,22,53.0,43.0,0.0,6125,1509,764030,15.4,2.9
69,2021-06-08,376,94,122.0,155.0,5.0,15132,3143,1843319,20.4,5.1
70,2021-06-08,29,4,8.0,6.0,11.0,1277,265,236659,12.3,1.7
71,2021-06-08,99,14,44.0,35.0,6.0,4651,1102,553595,17.9,2.5
72,2021-06-08,100,8,46.0,45.0,1.0,2912,598,566506,17.7,1.4
73,2021-06-08,61,9,38.0,13.0,1.0,2853,695,431174,14.1,2.1
74,2021-06-08,99,12,47.0,40.0,0.0,4900,1019,807360,12.3,1.5
75,2021-06-08,709,188,321.0,196.0,4.0,20157,4480,2187526,32.4,8.6
76,2021-06-08,444,65,210.0,169.0,0.0,6342,1521,1254378,35.4,5.2
77,2021-06-08,247,75,75.0,94.0,3.0,8953,2021,1403997,17.6,5.3
78,2021-06-08,257,57,84.0,110.0,6.0,8324,1820,1438266,17.9,4.0
79,2021-06-08,16,4,12.0,0.0,0.0,1115,255,374351,4.3,1.1
80,2021-06-08,230,34,125.0,69.0,2.0,3085,928,572443,40.2,5.9
81,2021-06-08,36,5,10.0,21.0,0.0,1391,378,387890,9.3,1.3
82,2021-06-08,33,9,11.0,13.0,0.0,885,219,258349,12.8,3.5
83,2021-06-08,189,34,54.0,100.0,1.0,6027,1470,1058740,17.9,3.2
84,2021-06-08,129,10,48.0,68.0,3.0,3974,890,559479,23.1,1.8
85,2021-06-08,42,10,17.0,15.0,0.0,1613,287,675247,6.2,1.5
86,2021-06-08,24,3,7.0,14.0,0.0,1323,267,436876,5.5,0.7
87,2021-06-08,60,10,22.0,28.0,0.0,1196,325,374426,16.0,2.7
88,2021-06-08,85,9,19.0,57.0,0.0,2844,853,367673,23.1,2.4
89,2021-06-08,122,14,38.0,70.0,0.0,2208,574,338291,36.1,4.1
90,2021-06-08,29,5,19.0,5.0,0.0,2154,596,142622,20.3,3.5
91,2021-06-08,460,74,105.0,269.0,12.0,9379,1855,1296130,35.5,5.7
92,2021-06-08,608,110,175.0,303.0,20.0,14474,2701,1609306,37.8,6.8
93,2021-06-08,554,79,213.0,238.0,24.0,13259,2448,1623111,34.1,4.9
94,2021-06-08,331,61,160.0,105.0,5.0,13713,2964,1387926,23.8,4.4
95,2021-06-08,364,39,100.0,217.0,8.0,9155,2009,1228618,29.6,3.2
971,2021-06-08,129,29,64.0,36.0,0.0,1407,294,390253,33.1,7.4
972,2021-06-08,33,7,19.0,7.0,0.0,794,98,372594,8.9,1.9
973,2021-06-08,114,33,72.0,7.0,2.0,2740,123,268700,42.4,12.3
974,2021-06-08,167,34,95.0,38.0,0.0,1818,219,853659,19.6,4.0
976,2021-06-08,8,4,4.0,0.0,0.0,1264,130,256518,3.1,1.6
01,2021-06-09,112,11,51.0,49.0,1.0,2821,618,643350,17.4,1.7
02,2021-06-09,131,23,66.0,40.0,2.0,4215,1105,534490,24.5,4.3
03,2021-06-09,31,8,21.0,2.0,0.0,2108,583,337988,9.2,2.4
04,2021-06-09,91,4,26.0,61.0,0.0,1120,251,163915,55.5,2.4
05,2021-06-09,14,4,6.0,3.0,1.0,1250,253,141284,9.9,2.8
06,2021-06-09,202,29,68.0,102.0,3.0,6498,1526,1083310,18.6,2.7
07,2021-06-09,37,3,27.0,7.0,0.0,2026,497,325712,11.4,0.9
08,2021-06-09,30,8,6.0,14.0,2.0,1169,372,273579,11.0,2.9
09,2021-06-09,25,5,12.0,8.0,0.0,410,80,153153,16.3,3.3
10,2021-06-09,44,10,17.0,17.0,0.0,1936,435,310020,14.2,3.2
11,2021-06-09,61,6,26.0,28.0,1.0,1194,365,370260,16.5,1.6
12,2021-06-09,48,2,11.0,35.0,0.0,1012,231,279206,17.2,0.7
13,2021-06-09,642,127,168.0,338.0,9.0,21020,3587,2024162,31.7,6.3
14,2021-06-09,128,18,62.0,47.0,1.0,2577,593,694002,18.4,2.6
15,2021-06-09,16,2,12.0,2.0,0.0,572,134,145143,11.0,1.4
16,2021-06-09,22,3,5.0,14.0,0.0,643,159,352335,6.2,0.9
17,2021-06-09,41,6,14.0,21.0,0.0,1158,326,644303,6.4,0.9
18,2021-06-09,40,1,16.0,23.0,0.0,1542,511,304256,13.1,0.3
19,2021-06-09,5,2,3.0,0.0,0.0,915,217,241464,2.1,0.8
21,2021-06-09,136,19,65.0,52.0,0.0,3719,932,533819,25.5,3.6
22,2021-06-09,38,5,16.0,13.0,4.0,1231,246,598814,6.3,0.8
23,2021-06-09,23,6,10.0,7.0,0.0,580,97,118638,19.4,5.1
24,2021-06-09,101,7,31.0,63.0,0.0,840,219,413606,24.4,1.7
25,2021-06-09,58,22,22.0,14.0,0.0,2383,514,539067,10.8,4.1
26,2021-06-09,83,16,40.0,27.0,0.0,2895,771,511553,16.2,3.1
27,2021-06-09,136,12,29.0,95.0,0.0,1890,485,601843,22.6,2.0
28,2021-06-09,74,17,24.0,33.0,0.0,2809,510,433233,17.1,3.9
29,2021-06-09,72,10,31.0,29.0,2.0,1091,259,909028,7.9,1.1
2A,2021-06-09,26,4,5.0,13.0,4.0,495,117,157249,16.5,2.5
2B,2021-06-09,4,0,0.0,3.0,1.0,450,88,177689,2.3,0.0
30,2021-06-09,116,20,34.0,60.0,2.0,2929,642,744178,15.6,2.7
31,2021-06-09,156,27,69.0,55.0,5.0,5195,803,1362672,11.4,2.0
32,2021-06-09,9,2,5.0,2.0,0.0,454,98,191091,4.7,1.0
33,2021-06-09,248,56,141.0,46.0,5.0,5276,1044,1583384,15.7,3.5
34,2021-06-09,134,29,61.0,43.0,1.0,4614,980,1144892,11.7,2.5
35,2021-06-09,213,24,106.0,82.0,1.0,3479,701,1060199,20.1,2.3
36,2021-06-09,34,5,11.0,18.0,0.0,1024,264,222232,15.3,2.2
37,2021-06-09,84,17,22.0,44.0,1.0,2160,493,606511,13.8,2.8
38,2021-06-09,261,28,92.0,135.0,6.0,7546,1755,1258722,20.7,2.2
39,2021-06-09,30,3,19.0,5.0,3.0,1966,482,260188,11.5,1.2
40,2021-06-09,31,3,21.0,7.0,0.0,872,242,407444,7.6,0.7
41,2021-06-09,65,7,17.0,40.0,1.0,1596,327,331915,19.6,2.1
42,2021-06-09,286,36,186.0,64.0,0.0,5689,1351,762941,37.5,4.7
43,2021-06-09,40,1,20.0,18.0,1.0,1274,253,227283,17.6,0.4
44,2021-06-09,108,23,45.0,39.0,1.0,3886,833,1394909,7.7,1.6
45,2021-06-09,164,42,43.0,73.0,6.0,3038,642,678105,24.2,6.2
46,2021-06-09,4,1,0.0,3.0,0.0,402,100,173828,2.3,0.6
47,2021-06-09,26,5,18.0,3.0,0.0,840,183,332842,7.8,1.5
48,2021-06-09,7,1,5.0,1.0,0.0,441,119,76601,9.1,1.3
49,2021-06-09,88,19,42.0,27.0,0.0,3314,708,813493,10.8,2.3
50,2021-06-09,104,10,37.0,57.0,0.0,1465,371,496883,20.9,2.0
51,2021-06-09,155,23,77.0,55.0,0.0,3520,901,568895,27.2,4.0
52,2021-06-09,33,2,15.0,16.0,0.0,1346,368,175640,18.8,1.1
53,2021-06-09,35,4,19.0,12.0,0.0,1253,273,307445,11.4,1.3
54,2021-06-09,167,35,86.0,44.0,2.0,4625,1208,733481,22.8,4.8
55,2021-06-09,16,4,7.0,5.0,0.0,1391,380,187187,8.5,2.1
56,2021-06-09,115,10,43.0,31.0,31.0,2020,425,750863,15.3,1.3
57,2021-06-09,160,30,73.0,50.0,7.0,7503,2399,1043522,15.3,2.9
58,2021-06-09,70,3,23.0,44.0,0.0,1047,330,207182,33.8,1.4
59,2021-06-09,742,162,358.0,216.0,6.0,16796,3817,2604361,28.5,6.2
60,2021-06-09,304,37,103.0,163.0,1.0,4983,1370,824503,36.9,4.5
61,2021-06-09,64,12,22.0,30.0,0.0,1669,352,283372,22.6,4.2
62,2021-06-09,416,66,205.0,144.0,1.0,8106,1932,1468018,28.3,4.5
63,2021-06-09,115,7,53.0,45.0,10.0,2714,741,653742,17.6,1.1
64,2021-06-09,66,6,33.0,27.0,0.0,2005,479,677309,9.7,0.9
65,2021-06-09,17,3,13.0,1.0,0.0,969,205,228530,7.4,1.3
66,2021-06-09,71,10,22.0,37.0,2.0,1366,326,474452,15.0,2.1
67,2021-06-09,271,34,165.0,71.0,1.0,7123,1705,1125559,24.1,3.0
68,2021-06-09,109,20,50.0,39.0,0.0,6135,1509,764030,14.3,2.6
69,2021-06-09,370,92,120.0,153.0,5.0,15144,3144,1843319,20.1,5.0
70,2021-06-09,29,4,8.0,6.0,11.0,1279,265,236659,12.3,1.7
71,2021-06-09,95,15,40.0,34.0,6.0,4660,1102,553595,17.2,2.7
72,2021-06-09,81,9,34.0,37.0,1.0,2933,599,566506,14.3,1.6
73,2021-06-09,60,9,37.0,13.0,1.0,2855,696,431174,13.9,2.1
74,2021-06-09,96,11,46.0,39.0,0.0,4903,1020,807360,11.9,1.4
75,2021-06-09,680,186,301.0,189.0,4.0,20198,4486,2187526,31.1,8.5
76,2021-06-09,436,63,205.0,168.0,0.0,6355,1523,1254378,34.8,5.0
77,2021-06-09,226,74,64.0,85.0,3.0,8977,2022,1403997,16.1,5.3
78,2021-06-09,234,56,65.0,107.0,6.0,8345,1822,1438266,16.3,3.9
79,2021-06-09,14,3,11.0,0.0,0.0,1117,255,374351,3.7,0.8
80,2021-06-09,225,33,120.0,70.0,2.0,3090,929,572443,39.3,5.8
81,2021-06-09,32,4,10.0,18.0,0.0,1395,378,387890,8.2,1.0
82,2021-06-09,27,9,7.0,11.0,0.0,891,219,258349,10.5,3.5
83,2021-06-09,188,33,55.0,99.0,1.0,6030,1470,1058740,17.8,3.1
84,2021-06-09,120,12,44.0,61.0,3.0,3990,890,559479,21.4,2.1
85,2021-06-09,41,10,15.0,16.0,0.0,1617,287,675247,6.1,1.5
86,2021-06-09,21,1,6.0,14.0,0.0,1326,267,436876,4.8,0.2
87,2021-06-09,60,10,22.0,28.0,0.0,1196,325,374426,16.0,2.7
88,2021-06-09,83,7,22.0,54.0,0.0,2848,854,367673,22.6,1.9
89,2021-06-09,117,14,34.0,69.0,0.0,2214,574,338291,34.6,4.1
90,2021-06-09,32,5,22.0,5.0,0.0,2154,597,142622,22.4,3.5
91,2021-06-09,411,74,95.0,229.0,13.0,9429,1858,1296130,31.7,5.7
92,2021-06-09,585,109,170.0,286.0,20.0,14508,2702,1609306,36.4,6.8
93,2021-06-09,545,72,200.0,248.0,25.0,13296,2454,1623111,33.6,4.4
94,2021-06-09,314,55,147.0,105.0,7.0,13745,2965,1387926,22.6,4.0
95,2021-06-09,343,38,99.0,198.0,8.0,9185,2011,1228618,27.9,3.1
971,2021-06-09,131,25,70.0,36.0,0.0,1417,297,390253,33.6,6.4
972,2021-06-09,32,8,16.0,8.0,0.0,797,98,372594,8.6,2.1
973,2021-06-09,113,33,71.0,7.0,2.0,2758,123,268700,42.1,12.3
974,2021-06-09,172,31,104.0,37.0,0.0,1826,219,853659,20.1,3.6
976,2021-06-09,8,4,4.0,0.0,0.0,1264,130,256518,3.1,1.6
01,2021-06-10,115,12,52.0,50.0,1.0,2822,618,643350,17.9,1.9
02,2021-06-10,126,24,59.0,41.0,2.0,4225,1105,534490,23.6,4.5
03,2021-06-10,28,9,17.0,2.0,0.0,2110,583,337988,8.3,2.7
04,2021-06-10,92,3,28.0,61.0,0.0,1120,251,163915,56.1,1.8
05,2021-06-10,15,4,6.0,4.0,1.0,1250,253,141284,10.6,2.8
06,2021-06-10,196,27,66.0,100.0,3.0,6503,1526,1083310,18.1,2.5
07,2021-06-10,37,2,28.0,7.0,0.0,2026,497,325712,11.4,0.6
08,2021-06-10,15,5,2.0,6.0,2.0,1180,373,273579,5.5,1.8
09,2021-06-10,23,5,11.0,7.0,0.0,412,80,153153,15.0,3.3
10,2021-06-10,42,10,15.0,17.0,0.0,1938,435,310020,13.5,3.2
11,2021-06-10,53,7,25.0,20.0,1.0,1203,365,370260,14.3,1.9
12,2021-06-10,51,3,13.0,35.0,0.0,1012,231,279206,18.3,1.1
13,2021-06-10,578,121,124.0,324.0,9.0,21086,3593,2024162,28.6,6.0
14,2021-06-10,128,17,65.0,45.0,1.0,2579,593,694002,18.4,2.4
15,2021-06-10,16,2,12.0,2.0,0.0,572,134,145143,11.0,1.4
16,2021-06-10,22,3,5.0,14.0,0.0,643,159,352335,6.2,0.9
17,2021-06-10,42,6,16.0,20.0,0.0,1159,326,644303,6.5,0.9
18,2021-06-10,38,2,13.0,23.0,0.0,1545,511,304256,12.5,0.7
19,2021-06-10,2,1,1.0,0.0,0.0,917,218,241464,0.8,0.4
21,2021-06-10,132,18,66.0,48.0,0.0,3725,933,533819,24.7,3.4
22,2021-06-10,36,5,15.0,12.0,4.0,1233,246,598814,6.0,0.8
23,2021-06-10,23,7,10.0,6.0,0.0,581,97,118638,19.4,5.9
24,2021-06-10,100,5,32.0,63.0,0.0,842,219,413606,24.2,1.2
25,2021-06-10,49,19,16.0,14.0,0.0,2393,515,539067,9.1,3.5
26,2021-06-10,77,15,35.0,27.0,0.0,2901,771,511553,15.1,2.9
27,2021-06-10,139,10,34.0,95.0,0.0,1890,485,601843,23.1,1.7
28,2021-06-10,72,18,21.0,33.0,0.0,2816,511,433233,16.6,4.2
29,2021-06-10,69,9,30.0,28.0,2.0,1095,259,909028,7.6,1.0
2A,2021-06-10,26,4,5.0,13.0,4.0,495,117,157249,16.5,2.5
2B,2021-06-10,4,0,0.0,3.0,1.0,450,88,177689,2.3,0.0
30,2021-06-10,116,21,35.0,58.0,2.0,2931,643,744178,15.6,2.8
31,2021-06-10,150,25,65.0,55.0,5.0,5206,806,1362672,11.0,1.8
32,2021-06-10,9,1,6.0,2.0,0.0,454,99,191091,4.7,0.5
33,2021-06-10,243,55,140.0,43.0,5.0,5282,1044,1583384,15.3,3.5
34,2021-06-10,131,28,59.0,43.0,1.0,4618,981,1144892,11.4,2.4
35,2021-06-10,211,22,105.0,83.0,1.0,3483,702,1060199,19.9,2.1
36,2021-06-10,34,5,11.0,18.0,0.0,1024,264,222232,15.3,2.2
37,2021-06-10,82,16,20.0,45.0,1.0,2161,494,606511,13.5,2.6
38,2021-06-10,254,29,85.0,134.0,6.0,7549,1757,1258722,20.2,2.3
39,2021-06-10,28,2,18.0,5.0,3.0,1968,482,260188,10.8,0.8
40,2021-06-10,31,3,22.0,6.0,0.0,874,242,407444,7.6,0.7
41,2021-06-10,65,6,18.0,40.0,1.0,1597,327,331915,19.6,1.8
42,2021-06-10,276,33,179.0,64.0,0.0,5698,1354,762941,36.2,4.3
43,2021-06-10,39,1,17.0,20.0,1.0,1276,253,227283,17.2,0.4
44,2021-06-10,106,21,45.0,39.0,1.0,3890,833,1394909,7.6,1.5
45,2021-06-10,159,40,41.0,72.0,6.0,3046,642,678105,23.4,5.9
46,2021-06-10,4,1,0.0,3.0,0.0,402,100,173828,2.3,0.6
47,2021-06-10,27,6,18.0,3.0,0.0,840,183,332842,8.1,1.8
48,2021-06-10,7,1,5.0,1.0,0.0,441,119,76601,9.1,1.3
49,2021-06-10,85,20,39.0,26.0,0.0,3319,708,813493,10.4,2.5
50,2021-06-10,105,10,39.0,56.0,0.0,1466,371,496883,21.1,2.0
51,2021-06-10,156,23,78.0,55.0,0.0,3522,901,568895,27.4,4.0
52,2021-06-10,34,3,14.0,17.0,0.0,1347,368,175640,19.4,1.7
53,2021-06-10,28,3,13.0,11.0,1.0,1261,274,307445,9.1,1.0
54,2021-06-10,166,33,86.0,45.0,2.0,4627,1208,733481,22.6,4.5
55,2021-06-10,16,4,7.0,5.0,0.0,1391,381,187187,8.5,2.1
56,2021-06-10,109,9,40.0,29.0,31.0,2027,427,750863,14.5,1.2
57,2021-06-10,152,29,69.0,47.0,7.0,7511,2402,1043522,14.6,2.8
58,2021-06-10,63,3,19.0,41.0,0.0,1054,331,207182,30.4,1.4
59,2021-06-10,715,154,340.0,215.0,6.0,16837,3821,2604361,27.5,5.9
60,2021-06-10,299,38,99.0,161.0,1.0,4990,1370,824503,36.3,4.6
61,2021-06-10,64,10,25.0,29.0,0.0,1671,353,283372,22.6,3.5
62,2021-06-10,411,65,200.0,145.0,1.0,8118,1932,1468018,28.0,4.4
63,2021-06-10,113,7,52.0,44.0,10.0,2715,742,653742,17.3,1.1
64,2021-06-10,65,4,33.0,28.0,0.0,2007,479,677309,9.6,0.6
65,2021-06-10,16,3,12.0,1.0,0.0,970,205,228530,7.0,1.3
66,2021-06-10,70,10,21.0,37.0,2.0,1367,326,474452,14.8,2.1
67,2021-06-10,260,33,157.0,69.0,1.0,7138,1705,1125559,23.1,2.9
68,2021-06-10,108,19,52.0,37.0,0.0,6140,1510,764030,14.1,2.5
69,2021-06-10,360,87,115.0,153.0,5.0,15159,3148,1843319,19.5,4.7
70,2021-06-10,30,4,9.0,6.0,11.0,1279,265,236659,12.7,1.7
71,2021-06-10,93,14,39.0,34.0,6.0,4662,1102,553595,16.8,2.5
72,2021-06-10,80,9,34.0,36.0,1.0,2934,599,566506,14.1,1.6
73,2021-06-10,62,9,39.0,13.0,1.0,2856,696,431174,14.4,2.1
74,2021-06-10,95,10,46.0,39.0,0.0,4906,1022,807360,11.8,1.2
75,2021-06-10,608,179,278.0,147.0,4.0,20277,4492,2187526,27.8,8.2
76,2021-06-10,430,63,206.0,161.0,0.0,6371,1523,1254378,34.3,5.0
77,2021-06-10,220,69,61.0,87.0,3.0,8993,2022,1403997,15.7,4.9
78,2021-06-10,232,54,65.0,107.0,6.0,8353,1824,1438266,16.1,3.8
79,2021-06-10,15,3,12.0,0.0,0.0,1117,256,374351,4.0,0.8
80,2021-06-10,216,33,110.0,71.0,2.0,3099,929,572443,37.7,5.8
81,2021-06-10,31,4,9.0,18.0,0.0,1396,378,387890,8.0,1.0
82,2021-06-10,25,8,6.0,11.0,0.0,892,220,258349,9.7,3.1
83,2021-06-10,176,33,50.0,92.0,1.0,6041,1471,1058740,16.6,3.1
84,2021-06-10,121,13,43.0,62.0,3.0,3993,890,559479,21.6,2.3
85,2021-06-10,38,10,15.0,13.0,0.0,1622,287,675247,5.6,1.5
86,2021-06-10,21,0,7.0,14.0,0.0,1326,267,436876,4.8,0.0
87,2021-06-10,62,10,24.0,28.0,0.0,1197,325,374426,16.6,2.7
88,2021-06-10,79,7,19.0,53.0,0.0,2851,854,367673,21.5,1.9
89,2021-06-10,117,15,32.0,70.0,0.0,2219,574,338291,34.6,4.4
90,2021-06-10,31,5,21.0,5.0,0.0,2154,598,142622,21.7,3.5
91,2021-06-10,404,76,87.0,228.0,13.0,9444,1858,1296130,31.2,5.9
92,2021-06-10,578,112,163.0,283.0,20.0,14520,2703,1609306,35.9,7.0
93,2021-06-10,535,73,188.0,249.0,25.0,13325,2455,1623111,33.0,4.5
94,2021-06-10,293,44,139.0,103.0,7.0,13770,2966,1387926,21.1,3.2
95,2021-06-10,336,35,95.0,198.0,8.0,9191,2013,1228618,27.3,2.8
971,2021-06-10,124,23,63.0,38.0,0.0,1424,297,390253,31.8,5.9
972,2021-06-10,33,8,17.0,8.0,0.0,798,98,372594,8.9,2.1
973,2021-06-10,115,32,74.0,7.0,2.0,2765,125,268700,42.8,11.9
974,2021-06-10,170,30,103.0,37.0,0.0,1833,223,853659,19.9,3.5
976,2021-06-10,7,4,3.0,0.0,0.0,1266,130,256518,2.7,1.6
01,2021-06-11,111,9,51.0,51.0,0.0,2826,620,643350,17.3,1.4
02,2021-06-11,116,24,51.0,39.0,2.0,4237,1106,534490,21.7,4.5
03,2021-06-11,28,8,18.0,2.0,0.0,2112,583,337988,8.3,2.4
04,2021-06-11,87,3,25.0,59.0,0.0,1125,251,163915,53.1,1.8
05,2021-06-11,15,4,6.0,4.0,1.0,1250,253,141284,10.6,2.8
06,2021-06-11,193,23,65.0,102.0,3.0,6505,1527,1083310,17.8,2.1
07,2021-06-11,43,3,32.0,8.0,0.0,2027,497,325712,13.2,0.9
08,2021-06-11,15,5,2.0,6.0,2.0,1180,373,273579,5.5,1.8
09,2021-06-11,22,5,11.0,6.0,0.0,413,80,153153,14.4,3.3
10,2021-06-11,38,10,15.0,13.0,0.0,1942,435,310020,12.3,3.2
11,2021-06-11,52,7,25.0,19.0,1.0,1204,365,370260,14.0,1.9
12,2021-06-11,49,3,13.0,33.0,0.0,1014,231,279206,17.5,1.1
13,2021-06-11,573,122,119.0,323.0,9.0,21101,3595,2024162,28.3,6.0
14,2021-06-11,118,16,61.0,40.0,1.0,2592,594,694002,17.0,2.3
15,2021-06-11,16,2,12.0,2.0,0.0,572,134,145143,11.0,1.4
16,2021-06-11,22,3,5.0,14.0,0.0,643,159,352335,6.2,0.9
17,2021-06-11,42,6,16.0,20.0,0.0,1159,326,644303,6.5,0.9
18,2021-06-11,40,1,15.0,24.0,0.0,1545,511,304256,13.1,0.3
19,2021-06-11,2,1,1.0,0.0,0.0,917,218,241464,0.8,0.4
21,2021-06-11,134,18,69.0,47.0,0.0,3729,933,533819,25.1,3.4
22,2021-06-11,34,5,13.0,12.0,4.0,1235,246,598814,5.7,0.8
23,2021-06-11,23,7,10.0,6.0,0.0,581,97,118638,19.4,5.9
24,2021-06-11,100,5,32.0,63.0,0.0,842,219,413606,24.2,1.2
25,2021-06-11,48,18,16.0,14.0,0.0,2393,516,539067,8.9,3.3
26,2021-06-11,75,14,35.0,26.0,0.0,2901,771,511553,14.7,2.7
27,2021-06-11,141,10,34.0,97.0,0.0,1893,485,601843,23.4,1.7
28,2021-06-11,72,18,21.0,33.0,0.0,2816,511,433233,16.6,4.2
29,2021-06-11,68,9,30.0,27.0,2.0,1096,259,909028,7.5,1.0
2A,2021-06-11,26,4,5.0,13.0,4.0,495,117,157249,16.5,2.5
2B,2021-06-11,5,1,0.0,3.0,1.0,450,88,177689,2.8,0.6
30,2021-06-11,112,17,36.0,58.0,1.0,2940,643,744178,15.1,2.3
31,2021-06-11,152,25,67.0,55.0,5.0,5209,806,1362672,11.2,1.8
32,2021-06-11,10,1,7.0,2.0,0.0,455,99,191091,5.2,0.5
33,2021-06-11,192,45,108.0,34.0,5.0,5344,1052,1583384,12.1,2.8
34,2021-06-11,122,25,54.0,42.0,1.0,4629,981,1144892,10.7,2.2
35,2021-06-11,209,23,105.0,80.0,1.0,3487,703,1060199,19.7,2.2
36,2021-06-11,31,5,8.0,18.0,0.0,1028,264,222232,13.9,2.2
37,2021-06-11,83,16,21.0,45.0,1.0,2161,494,606511,13.7,2.6
38,2021-06-11,246,27,78.0,135.0,6.0,7555,1759,1258722,19.5,2.1
39,2021-06-11,28,2,17.0,6.0,3.0,1968,482,260188,10.8,0.8
40,2021-06-11,32,3,23.0,6.0,0.0,874,242,407444,7.9,0.7
41,2021-06-11,62,6,16.0,39.0,1.0,1600,327,331915,18.7,1.8
42,2021-06-11,274,33,178.0,63.0,0.0,5702,1355,762941,35.9,4.3
43,2021-06-11,41,1,19.0,20.0,1.0,1276,253,227283,18.0,0.4
44,2021-06-11,105,20,45.0,39.0,1.0,3893,834,1394909,7.5,1.4
45,2021-06-11,155,39,38.0,72.0,6.0,3049,644,678105,22.9,5.8
46,2021-06-11,4,1,0.0,3.0,0.0,402,100,173828,2.3,0.6
47,2021-06-11,26,7,17.0,2.0,0.0,843,183,332842,7.8,2.1
48,2021-06-11,7,1,5.0,1.0,0.0,441,119,76601,9.1,1.3
49,2021-06-11,88,19,43.0,26.0,0.0,3326,708,813493,10.8,2.3
50,2021-06-11,105,8,40.0,57.0,0.0,1468,372,496883,21.1,1.6
51,2021-06-11,156,23,78.0,55.0,0.0,3522,901,568895,27.4,4.0
52,2021-06-11,30,3,12.0,15.0,0.0,1351,368,175640,17.1,1.7
53,2021-06-11,24,2,11.0,10.0,1.0,1264,276,307445,7.8,0.7
54,2021-06-11,167,28,92.0,45.0,2.0,4628,1209,733481,22.8,3.8
55,2021-06-11,16,4,7.0,5.0,0.0,1391,381,187187,8.5,2.1
56,2021-06-11,110,9,41.0,29.0,31.0,2029,427,750863,14.6,1.2
57,2021-06-11,140,24,64.0,45.0,7.0,7524,2404,1043522,13.4,2.3
