ville,inscrits,score,revenu_median,circle,color
Rosières,1092.0,22.2,20230.0,16.5,grey
Ruoms,1819.0,24.8,19910.0,21.3,grey
Sablières,169.0,24.6,15420.0,6.5,grey
Saint-Agrève,1978.0,24.2,19640.0,22.2,grey
Saint-Alban-d'Ay,1124.0,18.1,21810.0,16.8,grey
Saint-Alban-Auriolles,915.0,20.5,20060.0,15.1,grey
Saint-Andéol-de-Berg,96.0,23.5,22290.0,4.9,grey
Saint-Andéol-de-Vals,475.0,20.6,20030.0,10.9,grey
Saint-André-de-Cruzières,403.0,20.8,19040.0,10.0,grey
Saint-André-en-Vivarais,202.0,13.1,18980.0,7.1,grey
Saint-André-Lachamp,155.0,16.1,17460.0,6.2,grey
Saint-Apollinaire-de-Rias,165.0,19.8,20290.0,6.4,grey
Saint-Barthélemy-le-Meil,196.0,18.8,17250.0,7.0,grey
Saint-Barthélemy-Grozon,418.0,24.7,19100.0,10.2,grey
Saint-Barthélemy-le-Plain,677.0,21.4,20990.0,13.0,grey
Saint-Basile,316.0,23.6,19570.0,8.9,grey
Saint-Bauzile,230.0,15.0,21960.0,7.6,grey
Saint-Christol,90.0,27.1,19680.0,4.7,grey
Saint-Cierge-la-Serre,230.0,14.5,18420.0,7.6,grey
Saint-Cierge-sous-le-Cheylard,181.0,32.2,23350.0,6.7,grey
Saint-Cirgues-de-Prades,130.0,12.1,19560.0,5.7,grey
Saint-Cirgues-en-Montagne,219.0,25.3,16520.0,7.4,grey
Saint-Clair,1079.0,31.2,25080.0,16.4,grey
Saint-Cyr,1113.0,22.1,21840.0,16.7,grey
Saint-Désirat,622.0,28.3,21960.0,12.5,grey
Saint-Didier-sous-Aubenas,703.0,24.7,21280.0,13.3,grey
Saint-Etienne-de-Boulogne,323.0,18.1,19580.0,9.0,grey
Saint-Etienne-de-Fontbellon,2139.0,24.2,21890.0,23.1,grey
Saint-Etienne-de-Lugdarès,313.0,16.7,19130.0,8.8,grey
Saint-Etienne-de-Serres,170.0,23.5,16850.0,6.5,grey
Saint-Etienne-de-Valoux,191.0,30.5,18630.0,6.9,grey
Sainte-Eulalie,225.0,20.6,17590.0,7.5,grey
Saint-Félicien,836.0,26.4,19950.0,14.5,grey
Saint-Fortunat-sur-Eyrieux,665.0,26.3,20780.0,12.9,grey
Saint-Genest-de-Beauzon,253.0,24.3,19290.0,8.0,grey
Saint-Genest-Lachamp,103.0,14.8,16770.0,5.1,grey
Saint-Georges-les-Bains,1788.0,30.8,24770.0,21.1,grey
Saint-Germain,584.0,21.2,20640.0,12.1,grey
Saint-Gineys-en-Coiron,105.0,24.1,18000.0,5.1,grey
Saint-Jacques-d'Atticieux,245.0,17.4,21140.0,7.8,grey
Saint-Jean-Chambre,237.0,25.5,17340.0,7.7,grey
Saint-Jean-de-Muzols,2021.0,31.6,22500.0,22.5,grey
Saint-Jean-le-Centenier,590.0,18.6,19270.0,12.1,grey
Saint-Jean-Roure,248.0,11.4,19170.0,7.9,grey
Saint-Jeure-d'Andaure,99.0,16.9,17400.0,5.0,grey
Saint-Jeure-d'Ay,374.0,24.0,20870.0,9.7,grey
Saint-Joseph-des-Bancs,147.0,17.4,17140.0,6.1,grey
Saint-Julien-du-Gua,189.0,17.1,17170.0,6.9,grey
Saint-Julien-du-Serre,763.0,20.9,21120.0,13.8,grey
Saint-Julien-en-Saint-Alban,1236.0,20.0,21940.0,17.6,grey
Saint-Julien-le-Roux,103.0,21.8,19130.0,5.1,grey
Saint-Julien-Vocance,190.0,32.1,19870.0,6.9,grey
Saint-Just-d'Ardèche,1295.0,19.5,20240.0,18.0,grey
Saint-Lager-Bressac,704.0,15.5,22630.0,13.3,grey
Saint-Laurent-du-Pape,1263.0,25.3,21770.0,17.8,grey
Saint-Laurent-les-Bains,147.0,31.3,17040.0,6.1,grey
Saint-Laurent-sous-Coiron,122.0,30.6,20120.0,5.5,grey
Saint-Marcel-d'Ardèche,2004.0,21.8,22490.0,22.4,grey
Saint-Marcel-lès-Annonay,1039.0,24.0,21460.0,16.1,grey
Saint-Martial,262.0,20.1,19210.0,8.1,grey
Saint-Martin-d'Ardèche,832.0,24.2,22870.0,14.4,grey
Saint-Martin-de-Valamas,937.0,24.7,19970.0,15.3,grey
Saint-Martin-sur-Lavezon,348.0,14.1,23220.0,9.3,grey
Saint-Maurice-d'Ardèche,270.0,31.9,23480.0,8.2,grey
Saint-Maurice-d'Ibie,181.0,15.4,19010.0,6.7,grey
Saint-Maurice-en-Chalencon,181.0,20.3,19160.0,6.7,grey
Saint-Michel-d'Aurance,223.0,16.6,21730.0,7.5,grey
Saint-Michel-de-Boulogne,113.0,10.6,19320.0,5.3,grey
Saint-Michel-de-Chabrillanoux,355.0,13.4,19310.0,9.4,grey
Saint-Montan,1594.0,19.6,22380.0,20.0,grey
Saint-Paul-le-Jeune,802.0,16.6,19100.0,14.2,grey
Saint-Péray,6321.0,33.3,23790.0,39.8,grey
Saint-Pierre-de-Colombier,401.0,13.3,16720.0,10.0,grey
Saint-Pierre-Saint-Jean,167.0,27.8,18340.0,6.5,grey
Saint-Pierreville,383.0,19.9,17880.0,9.8,grey
Saint-Pons,266.0,27.9,21060.0,8.2,grey
Saint-Priest,1107.0,23.9,22890.0,16.6,grey
Saint-Privat,1428.0,21.8,20920.0,18.9,grey
Saint-Prix,229.0,19.4,18460.0,7.6,grey
Saint-Remèze,847.0,14.3,21110.0,14.6,grey
Saint-Romain-d'Ay,923.0,21.5,21970.0,15.2,grey
Saint-Romain-de-Lerps,714.0,22.3,22180.0,13.4,grey
Saint-Sauveur-de-Cruzières,448.0,22.4,18800.0,10.6,grey
Saint-Sauveur-de-Montagut,878.0,21.9,19470.0,14.8,grey
Saint-Sernin,1486.0,19.9,21280.0,19.3,grey
Saint-Sylvestre,393.0,20.3,19590.0,9.9,grey
Saint-Symphorien-sous-Chomérac,701.0,23.1,22740.0,13.2,grey
Saint-Symphorien-de-Mahun,121.0,21.6,18240.0,5.5,grey
Saint-Thomé,373.0,23.4,22780.0,9.7,grey
Saint-Victor,789.0,19.3,19810.0,14.0,grey
Saint-Vincent-de-Barrès,637.0,15.4,23500.0,12.6,grey
Saint-Vincent-de-Durfort,229.0,19.3,20850.0,7.6,grey
Salavas,606.0,24.9,19670.0,12.3,grey
Salelles (Les),292.0,25.9,19010.0,8.5,grey
Sampzon,225.0,19.4,21190.0,7.5,grey
Sanilhac,407.0,19.4,19490.0,10.1,grey
Sarras,1631.0,24.2,21530.0,20.2,grey
Satillieu,1221.0,24.1,19980.0,17.5,grey
Savas,791.0,27.1,24760.0,14.1,grey
Sceautres,122.0,22.4,18770.0,5.5,grey
Sécheras,420.0,19.5,22590.0,10.2,grey
Serrières,722.0,22.9,20240.0,13.4,grey
Silhac,341.0,16.6,20010.0,9.2,grey
Souche (La),350.0,15.6,18770.0,9.4,grey
Soyons,1864.0,33.2,25040.0,21.6,grey
Talencieux,893.0,27.4,23340.0,14.9,grey
Tauriers,174.0,19.1,19770.0,6.6,grey
Teil (Le),5917.0,16.7,18440.0,38.5,grey
Thorrenc,195.0,24.4,24150.0,7.0,grey
Thueyts,974.0,18.2,18530.0,15.6,grey
Toulaud,1398.0,28.2,24380.0,18.7,grey
Tournon-sur-Rhône,7470.0,29.2,20880.0,43.2,grey
Ucel,1553.0,22.4,22320.0,19.7,grey
Uzer,319.0,24.6,20600.0,8.9,grey
Vagnas,457.0,24.9,18940.0,10.7,grey
Valgorge,313.0,13.0,17490.0,8.8,grey
Vallon-Pont-d'Arc,2006.0,22.4,20140.0,22.4,grey
Vals-les-Bains,3014.0,19.5,19280.0,27.4,grey
Valvignères,400.0,24.7,19980.0,10.0,grey
Vanosc,694.0,20.1,20040.0,13.2,grey
Vans (Les),2213.0,22.9,18660.0,23.5,grey
Vaudevant,171.0,22.8,18270.0,6.5,grey
Vernon,191.0,21.1,19510.0,6.9,grey
Vernosc-lès-Annonay,2087.0,25.2,22120.0,22.8,grey
Vernoux-en-Vivarais,1481.0,23.6,19440.0,19.2,grey
Vesseaux,1577.0,20.8,21140.0,19.9,grey
Veyras,1303.0,23.9,24720.0,18.0,grey
Villeneuve-de-Berg,2064.0,19.2,20200.0,22.7,grey
Villevocance,864.0,20.9,21240.0,14.7,grey
Vinezac,1122.0,18.3,21830.0,16.7,grey
Vinzieux,353.0,25.7,24090.0,9.4,grey
Vion,769.0,24.3,21260.0,13.9,grey
Viviers,2793.0,18.0,20520.0,26.4,grey
Vocance,436.0,12.9,19250.0,10.4,grey
Vogüé,754.0,21.9,20270.0,13.7,grey
Voulte-sur-Rhône (La),3428.0,20.4,18860.0,29.3,grey
Acy-Romance,355.0,25.2,24600.0,9.4,grey
Aiglemont,1357.0,23.5,22870.0,18.4,grey
Aire,165.0,23.0,21920.0,6.4,grey
Alincourt,104.0,38.6,25010.0,5.1,grey
Alland'Huy-et-Sausseuil,208.0,22.3,21080.0,7.2,grey
Amagne,551.0,20.0,20800.0,11.7,grey
Ambly-Fleury,99.0,15.2,18840.0,5.0,grey
Anchamps,153.0,14.4,19600.0,6.2,grey
Angecourt,294.0,19.5,19350.0,8.6,grey
Annelles,115.0,47.4,23790.0,5.4,grey
Aouste,152.0,15.4,19130.0,6.2,grey
Apremont,89.0,22.2,17090.0,4.7,grey
Arnicourt,132.0,36.1,23240.0,5.7,grey
Arreux,262.0,26.5,25440.0,8.1,grey
Asfeld,801.0,29.0,21600.0,14.2,grey
Attigny,779.0,22.2,18750.0,14.0,grey
Aubigny-les-Pothées,223.0,25.6,18650.0,7.5,grey
Aubrives,647.0,18.2,20400.0,12.7,grey
Aussonce,158.0,27.8,25710.0,6.3,grey
Autrecourt-et-Pourron,277.0,29.0,20480.0,8.3,grey
Autry,106.0,24.0,20760.0,5.1,grey
Auvillers-les-Forges,520.0,25.1,18140.0,11.4,grey
Avançon,251.0,26.2,21880.0,7.9,grey
Avaux,416.0,23.7,22050.0,10.2,grey
Les Ayvelles,661.0,26.2,22420.0,12.9,grey
Baâlons,169.0,16.9,22470.0,6.5,grey
Balan,1218.0,28.7,20890.0,17.4,grey
Balham,84.0,17.6,21050.0,4.6,grey
Ballay,220.0,16.6,18420.0,7.4,grey
Banogne-Recouvrance,126.0,22.5,23320.0,5.6,grey
Barbaise,86.0,14.3,21660.0,4.6,grey
Barby,306.0,30.9,23940.0,8.7,grey
Bar-lès-Buzancy,92.0,10.7,18820.0,4.8,grey
Bazeilles,1701.0,24.0,21430.0,20.6,grey
Beaumont-en-Argonne,270.0,16.0,20840.0,8.2,grey
Belleville-et-Châtillon-sur-Bar,160.0,16.4,18210.0,6.3,grey
Belval,185.0,28.8,27360.0,6.8,grey
Bergnicourt,187.0,22.9,24110.0,6.8,grey
Bertoncourt,125.0,42.6,23880.0,5.6,grey
La Besace,92.0,12.5,21290.0,4.8,grey
Biermes,257.0,31.6,23540.0,8.0,grey
Blagny,835.0,24.9,17910.0,14.4,grey
Blanchefosse-et-Bay,135.0,16.7,17930.0,5.8,grey
Blanzy-la-Salonnaise,271.0,18.0,20900.0,8.2,grey
Blombay,96.0,23.7,23230.0,4.9,grey
Boult-aux-Bois,123.0,26.0,19020.0,5.5,grey
Boulzicourt,703.0,23.6,20890.0,13.3,grey
Bourg-Fidèle,607.0,14.8,19070.0,12.3,grey
Bouvellemont,83.0,24.0,19540.0,4.6,grey
Bogny-sur-Meuse,3355.0,14.5,18050.0,29.0,grey
Brévilly,283.0,22.5,19390.0,8.4,grey
Brienne-sur-Aisne,162.0,22.4,22280.0,6.4,grey
Brieulles-sur-Bar,172.0,17.3,22220.0,6.6,grey
Brognon,87.0,15.1,20310.0,4.7,grey
Bulson,107.0,24.2,21840.0,5.2,grey
Buzancy,251.0,22.6,17750.0,7.9,grey
Carignan,1982.0,24.6,18400.0,22.3,grey
Cauroy,167.0,27.9,23600.0,6.5,grey
Chagny,135.0,38.8,23540.0,5.8,grey
Chalandry-Elaire,504.0,34.3,24640.0,11.2,grey
Challerange,338.0,18.5,20410.0,9.2,grey
Champigneul-sur-Vence,103.0,34.6,21730.0,5.1,grey
La Chapelle,118.0,22.1,24410.0,5.4,grey
Charbogne,155.0,33.6,21140.0,6.2,grey
Charleville-Mézières,25220.0,25.5,17500.0,79.4,grey
Château-Porcien,877.0,25.0,18940.0,14.8,grey
Chatel-Chéhéry,132.0,29.9,18340.0,5.7,grey
Le Châtelet-sur-Sormonne,114.0,21.2,20700.0,5.3,grey
Le Châtelet-sur-Retourne,552.0,28.3,23910.0,11.7,grey
Chaumont-Porcien,352.0,23.2,17210.0,9.4,grey
CHEMERY-CHEHERY,429.0,25.2,20500.0,10.4,grey
BAIRON ET SES ENVIRONS,716.0,22.1,18870.0,13.4,grey
Chesnois-Auboncourt,122.0,21.6,20680.0,5.5,grey
Cheveuges,307.0,26.6,22690.0,8.8,grey
Chilly,125.0,31.5,23820.0,5.6,grey
Chooz,605.0,25.0,22050.0,12.3,grey
Clavy-Warby,277.0,24.9,23810.0,8.3,grey
Cliron,274.0,26.9,22920.0,8.3,grey
Condé-lès-Herpy,155.0,31.7,19170.0,6.2,grey
Corny-Machéroménil,132.0,18.2,21780.0,5.7,grey
Coucy,367.0,20.9,19260.0,9.6,grey
La Croix-aux-Bois,127.0,18.0,16550.0,5.6,grey
Daigny,269.0,23.0,21100.0,8.2,grey
Damouzy,330.0,25.3,26000.0,9.1,grey
Les Deux-Villes,163.0,24.8,19660.0,6.4,grey
Deville,694.0,15.0,18590.0,13.2,grey
Dom-le-Mesnil,835.0,23.1,21730.0,14.4,grey
Dommery,160.0,24.2,22060.0,6.3,grey
Donchery,1599.0,22.6,19590.0,20.0,grey
Doux,71.0,28.8,18010.0,4.2,grey
Douzy,1522.0,21.2,19550.0,19.5,grey
L'Ecaille,176.0,33.1,21410.0,6.6,grey
L'Echelle,111.0,11.6,23580.0,5.3,grey
Ecly,148.0,31.8,18930.0,6.1,grey
Ecordal,220.0,32.7,19630.0,7.4,grey
Escombres-et-le-Chesnois,248.0,18.0,20920.0,7.9,grey
Eteignières,346.0,16.5,19870.0,9.3,grey
Etrépigny,204.0,27.2,24560.0,7.1,grey
Euilly-et-Lombut,91.0,34.7,21400.0,4.8,grey
Evigny,145.0,22.1,23210.0,6.0,grey
Fagnon,279.0,26.3,25470.0,8.4,grey
Faissault,196.0,31.6,23570.0,7.0,grey
Falaise,279.0,22.3,21190.0,8.4,grey
Fépin,198.0,16.7,20200.0,7.0,grey
La Ferté-sur-Chiers,139.0,20.7,16910.0,5.9,grey
Flaignes-Havys,94.0,7.6,21310.0,4.8,grey
Fleigneux,158.0,19.7,22560.0,6.3,grey
Fligny,105.0,11.0,17060.0,5.1,grey
Flize,1262.0,26.8,22080.0,17.8,grey
Floing,1668.0,26.8,21220.0,20.4,grey
Foisches,191.0,18.5,22010.0,6.9,grey
Fraillicourt,148.0,29.9,17650.0,6.1,grey
Francheval,456.0,17.1,19690.0,10.7,grey
La Francheville,1281.0,25.4,22360.0,17.9,grey
Fromelennes,706.0,24.2,20970.0,13.3,grey
Fumay,2388.0,17.9,17580.0,24.4,grey
Gernelle,255.0,21.2,22420.0,8.0,grey
Gespunsart,775.0,19.9,18550.0,13.9,grey
Girondelle,120.0,6.4,19480.0,5.5,grey
Givet,4022.0,21.6,18070.0,31.7,grey
Givonne,851.0,28.8,22340.0,14.6,grey
Givry,189.0,26.1,20950.0,6.9,grey
Glaire,657.0,28.2,22200.0,12.8,grey
Gomont,249.0,23.2,21140.0,7.9,grey
Grandpré,379.0,24.7,18290.0,9.7,grey
La Grandville,601.0,19.2,22110.0,12.3,grey
Grivy-Loisy,148.0,17.9,21340.0,6.1,grey
Gué-d'Hossus,322.0,24.5,20610.0,9.0,grey
Guignicourt-sur-Vence,202.0,26.8,21720.0,7.1,grey
Ham-les-Moines,259.0,21.5,22520.0,8.0,grey
Ham-sur-Meuse,170.0,21.1,21840.0,6.5,grey
Hannappes,118.0,28.7,18570.0,5.4,grey
Hannogne-Saint-Martin,356.0,23.2,23570.0,9.4,grey
Hannogne-Saint-Rémy,89.0,26.9,20980.0,4.7,grey
Haraucourt,520.0,20.5,19620.0,11.4,grey
Harcy,376.0,20.7,21300.0,9.7,grey
Hargnies,332.0,15.5,18100.0,9.1,grey
Haudrecy,256.0,24.4,23430.0,8.0,grey
Les Hautes-Rivières,983.0,16.2,20420.0,15.7,grey
Hauteville,97.0,28.6,22280.0,4.9,grey
Hauviné,234.0,26.5,24650.0,7.6,grey
Haybes,1300.0,18.3,20490.0,18.0,grey
Herbeuval,101.0,44.9,23190.0,5.0,grey
Herpy-l'Arlésienne,149.0,34.5,22620.0,6.1,grey
Hierges,133.0,20.3,20180.0,5.8,grey
La Horgne,136.0,28.8,22570.0,5.8,grey
Houdilcourt,112.0,19.8,24450.0,5.3,grey
Houldizy,260.0,29.3,25490.0,8.1,grey
Illy,288.0,25.8,21850.0,8.5,grey
Inaumont,93.0,28.6,22340.0,4.8,grey
Issancourt-et-Rumel,388.0,14.8,22090.0,9.8,grey
Jandun,201.0,28.8,22170.0,7.1,grey
Joigny-sur-Meuse,527.0,19.3,22130.0,11.5,grey
Jonval,76.0,18.5,17320.0,4.4,grey
Juniville,891.0,28.9,22480.0,14.9,grey
Justine-Herbigny,148.0,17.6,18390.0,6.1,grey
Laifour,348.0,19.9,18680.0,9.3,grey
Lalobbe,144.0,30.5,20470.0,6.0,grey
Landrichamps,108.0,22.4,20520.0,5.2,grey
Launois-sur-Vence,486.0,23.6,20350.0,11.0,grey
Laval-Morency,190.0,32.6,18730.0,6.9,grey
Leffincourt,126.0,24.3,23240.0,5.6,grey
Létanne,102.0,7.6,18650.0,5.0,grey
Liart,395.0,25.8,18730.0,9.9,grey
Linay,139.0,14.7,18130.0,5.9,grey
Logny-Bogny,135.0,17.0,18880.0,5.8,grey
Lonny,459.0,25.7,21870.0,10.7,grey
Lucquy,366.0,27.3,19650.0,9.6,grey
Lumes,842.0,24.4,21820.0,14.5,grey
Machault,326.0,24.1,19720.0,9.0,grey
Manre,80.0,16.4,18760.0,4.5,grey
Margny,108.0,37.5,22370.0,5.2,grey
Margut,548.0,22.3,18750.0,11.7,grey
Marlemont,98.0,20.8,17910.0,4.9,grey
Matton-et-Clémency,283.0,18.1,20260.0,8.4,grey
Maubert-Fontaine,713.0,26.0,19120.0,13.4,grey
Mazerny,94.0,31.5,19090.0,4.8,grey
Les Mazures,687.0,20.3,21400.0,13.1,grey
Ménil-Annelles,88.0,26.9,20530.0,4.7,grey
Ménil-Lépinois,109.0,30.2,28100.0,5.2,grey
Mesmont,78.0,30.4,22660.0,4.4,grey
Messincourt,384.0,17.8,20290.0,9.8,grey
Mogues,113.0,27.9,23070.0,5.3,grey
Moiry,113.0,23.2,18290.0,5.3,grey
La Moncelle,96.0,35.6,23290.0,4.9,grey
Mondigny,131.0,16.5,25480.0,5.7,grey
Montcheutin,85.0,31.2,15610.0,4.6,grey
Montcornet,226.0,16.6,22850.0,7.5,grey
Montcy-Notre-Dame,1270.0,28.1,24430.0,17.8,grey
Monthermé,1518.0,20.0,19110.0,19.5,grey
Monthois,258.0,25.4,20960.0,8.0,grey
Montigny-sur-Vence,182.0,25.4,22190.0,6.7,grey
Mouzon,1682.0,22.9,19710.0,20.5,grey
Murtin-et-Bogny,133.0,35.4,19370.0,5.8,grey
Nanteuil-sur-Aisne,114.0,30.6,24710.0,5.3,grey
Neuflize,593.0,32.7,24630.0,12.2,grey
Neufmanil,858.0,18.5,20280.0,14.6,grey
La Neuville-à-Maire,95.0,37.7,21290.0,4.9,grey
La Neuville-aux-Joûtes,235.0,24.9,21720.0,7.7,grey
Neuville-lez-Beaulieu,222.0,22.0,18700.0,7.4,grey
La Neuville-en-Tourne-à-Fuy,394.0,31.7,23350.0,9.9,grey
Neuville-Day,133.0,14.3,20360.0,5.8,grey
Neuville-lès-This,310.0,20.8,24180.0,8.8,grey
La Neuville-lès-Wasigny,118.0,29.5,15140.0,5.4,grey
Neuvizy,99.0,18.8,22070.0,5.0,grey
Nouart,103.0,25.0,15280.0,5.1,grey
Nouvion-sur-Meuse,1799.0,18.3,19500.0,21.2,grey
Nouzonville,4182.0,16.0,17760.0,32.3,grey
Novion-Porcien,383.0,24.0,21130.0,9.8,grey
Novy-Chevrières,503.0,22.6,21550.0,11.2,grey
Noyers-Pont-Maugis,545.0,24.9,20390.0,11.7,grey
Olizy-Primat,181.0,24.2,20100.0,6.7,grey
Osnes,180.0,28.1,19530.0,6.7,grey
Pauvres,134.0,33.0,22660.0,5.8,grey
Perthes,226.0,40.4,22050.0,7.5,grey
Poilcourt-Sydney,134.0,21.4,20920.0,5.8,grey
Poix-Terron,567.0,17.8,22400.0,11.9,grey
Pouru-aux-Bois,214.0,23.0,20170.0,7.3,grey
Pouru-Saint-Remy,831.0,23.2,19790.0,14.4,grey
Prez,106.0,16.2,19690.0,5.1,grey
Prix-lès-Mézières,1207.0,30.9,24060.0,17.4,grey
Puilly-et-Charbeaux,176.0,31.9,18750.0,6.6,grey
Puiseux,81.0,32.9,20570.0,4.5,grey
Pure,410.0,15.6,19490.0,10.1,grey
Quatre-Champs,162.0,17.9,20460.0,6.4,grey
Raillicourt,185.0,24.8,23670.0,6.8,grey
Rancennes,441.0,24.6,23270.0,10.5,grey
Raucourt-et-Flaba,562.0,18.6,17640.0,11.9,grey
Regniowez,211.0,27.9,22140.0,7.3,grey
Remaucourt,111.0,21.3,19900.0,5.3,grey
Remilly-Aillicourt,605.0,20.6,21150.0,12.3,grey
Remilly-les-Pothées,189.0,12.1,20670.0,6.9,grey
Renneville,168.0,31.7,20150.0,6.5,grey
Renwez,1250.0,21.2,21870.0,17.7,grey
Rethel,4919.0,29.3,18260.0,35.1,grey
Revin,4478.0,18.8,17180.0,33.5,grey
Rilly-sur-Aisne,79.0,17.9,16950.0,4.4,grey
Rimogne,797.0,17.8,19100.0,14.1,grey
Rocquigny,504.0,13.1,18060.0,11.2,grey
Rocroi,1609.0,21.6,18580.0,20.1,grey
Roizy,193.0,27.7,22870.0,6.9,grey
La Romagne,112.0,19.0,17460.0,5.3,grey
Rouvroy-sur-Audry,390.0,17.7,20000.0,9.9,grey
Rumigny,228.0,14.0,17590.0,7.5,grey
La Sabotterie,77.0,28.6,22410.0,4.4,grey
Sachy,119.0,24.4,17310.0,5.5,grey
Sailly,184.0,22.1,20330.0,6.8,grey
Saint-Aignan,105.0,16.1,20150.0,5.1,grey
Saint-Clément-à-Arnes,71.0,19.6,21190.0,4.2,grey
Saint-Etienne-à-Arnes,192.0,34.4,22190.0,6.9,grey
Saint-Fergeux,153.0,19.3,19300.0,6.2,grey
Saint-Germainmont,533.0,25.1,19570.0,11.5,grey
Saint-Juvin,105.0,32.3,22270.0,5.1,grey
Saint-Lambert-et-Mont-de-Jeux,103.0,34.6,21630.0,5.1,grey
Saint-Laurent,825.0,32.0,24230.0,14.4,grey
Saint-Loup-Champagne,222.0,27.2,22730.0,7.4,grey
Saint-Loup-Terrier,146.0,22.0,20380.0,6.0,grey
Saint-Marceau,297.0,29.5,24660.0,8.6,grey
Saint-Marcel,262.0,24.1,23640.0,8.1,grey
Saint-Menges,673.0,19.5,18700.0,13.0,grey
Saint-Morel,153.0,20.9,19990.0,6.2,grey
Saint-Pierre-sur-Vence,121.0,22.7,21390.0,5.5,grey
Saint-Quentin-le-Petit,105.0,15.2,21940.0,5.1,grey
Sapogne-sur-Marche,71.0,23.5,18970.0,4.2,grey
Sapogne-et-Feuchères,392.0,25.0,21750.0,9.9,grey
Saulces-Champenoises,173.0,20.9,22010.0,6.6,grey
Saulces-Monclin,562.0,27.7,21210.0,11.9,grey
Sault-lès-Rethel,1235.0,25.4,19120.0,17.6,grey
Sault-Saint-Remy,160.0,26.6,20920.0,6.3,grey
Sauville,182.0,23.1,17980.0,6.7,grey
Savigny-sur-Aisne,263.0,26.3,19890.0,8.1,grey
Sécheval,402.0,17.4,22420.0,10.0,grey
Sedan,9391.0,25.4,16350.0,48.5,grey
Semide,166.0,40.1,25990.0,6.4,grey
Senuc,112.0,19.5,15390.0,5.3,grey
Seraincourt,187.0,27.1,18210.0,6.8,grey
Sery,234.0,20.6,19050.0,7.6,grey
Seuil,142.0,20.0,20620.0,6.0,grey
Sévigny-la-Forêt,233.0,20.6,23760.0,7.6,grey
Sévigny-Waleppe,178.0,19.6,18240.0,6.7,grey
Signy-l'Abbaye,934.0,25.6,18480.0,15.3,grey
Signy-le-Petit,892.0,17.3,18070.0,14.9,grey
Singly,112.0,31.8,21830.0,5.3,grey
Sommauthe,108.0,30.7,18170.0,5.2,grey
Sorbon,169.0,38.3,24870.0,6.5,grey
Sorcy-Bauthémont,132.0,24.3,22070.0,5.7,grey
Sormonne,408.0,16.8,21370.0,10.1,grey
Sury,75.0,43.9,24370.0,4.3,grey
Tagnon,730.0,31.7,23870.0,13.5,grey
Taillette,277.0,26.0,19360.0,8.3,grey
Tailly,172.0,21.7,19130.0,6.6,grey
Taizy,82.0,14.9,22170.0,4.5,grey
Tannay,122.0,37.6,19070.0,5.5,grey
Tarzy,107.0,8.1,18420.0,5.2,grey
Tétaigne,90.0,32.9,19470.0,4.7,grey
Thelonne,315.0,22.9,22170.0,8.9,grey
Thilay,827.0,20.8,20650.0,14.4,grey
Thin-le-Moutier,470.0,21.4,21620.0,10.8,grey
This,203.0,13.8,24970.0,7.1,grey
Le Thour,271.0,27.0,19470.0,8.2,grey
Thugny-Trugny,185.0,29.0,20780.0,6.8,grey
Tournavaux,199.0,12.6,22010.0,7.1,grey
Tournes,802.0,28.9,24140.0,14.2,grey
Tourteron,159.0,21.4,18260.0,6.3,grey
Tremblois-lès-Carignan,78.0,23.5,20950.0,4.4,grey
Tremblois-lès-Rocroi,128.0,9.0,22050.0,5.7,grey
Vandy,175.0,25.9,19090.0,6.6,grey
Vaux-Champagne,102.0,9.4,19940.0,5.0,grey
Vaux-Montreuil,97.0,12.0,20670.0,4.9,grey
Vaux-Villaine,143.0,22.8,20280.0,6.0,grey
Vendresse,362.0,24.9,20390.0,9.5,grey
Viel-Saint-Remy,250.0,16.4,21650.0,7.9,grey
Vieux-lès-Asfeld,223.0,31.4,21430.0,7.5,grey
Villers-devant-le-Thour,311.0,31.2,22270.0,8.8,grey
Villers-devant-Mouzon,86.0,28.1,21870.0,4.6,grey
Villers-le-Tilleul,189.0,22.4,21750.0,6.9,grey
Villers-le-Tourneur,161.0,23.5,20760.0,6.3,grey
Villers-Semeuse,2590.0,23.1,20610.0,25.4,grey
Villers-sur-Bar,213.0,24.3,23450.0,7.3,grey
Ville-sur-Lumes,367.0,22.9,23250.0,9.6,grey
Villy,157.0,24.2,21910.0,6.3,grey
Vireux-Molhain,960.0,16.7,17760.0,15.5,grey
Vireux-Wallerand,1310.0,20.6,21480.0,18.1,grey
Vivier-au-Court,1838.0,22.7,19580.0,21.4,grey
Voncq,184.0,30.4,18650.0,6.8,grey
Vouziers,2723.0,25.5,19440.0,26.1,grey
Vrigne-aux-Bois,2697.0,21.2,19510.0,26.0,grey
Vrigne-Meuse,229.0,22.2,21940.0,7.6,grey
Wadelincourt,364.0,20.3,21680.0,9.5,grey
Wagnon,92.0,17.8,20210.0,4.8,grey
Warcq,949.0,25.9,22250.0,15.4,grey
Warnécourt,304.0,36.9,26210.0,8.7,grey
Wasigny,185.0,19.7,15260.0,6.8,grey
Yvernaumont,84.0,12.9,19860.0,4.6,grey
Aigues-Vives,514.0,18.8,20080.0,11.3,grey
L'Aiguillon,317.0,19.6,19830.0,8.9,grey
Albiès,109.0,15.6,20790.0,5.2,grey
Aleu,155.0,19.4,12280.0,6.2,grey
Alos,141.0,13.9,16630.0,5.9,grey
Alzen,182.0,13.2,13930.0,6.7,grey
Argein,190.0,21.1,18840.0,6.9,grey
