Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS_2022,Ecart-type de l'IPS_2022,IPS_2017,Ecart-type de l'IPS_2017,Ecart-type de l'IPS_2020,latitude,longitude
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0640071E,COLLEGE FELIX PECAUT,64499,SALIES DE BEARN,public,107.2,29.7,93.3,,31.1,43.47431001350065,-0.934175606640126
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0640146L,COLLEGE PRIVE IMMACULEE CONCEPTION,64122,BIARRITZ,privé sous contrat,112.0,38.5,107.1,,37.1,43.47709268294111,-1.5587889091932374
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0640147M,COLLEGE PRIVE SAINT MICHEL GARICOITS,64160,CAMBO LES BAINS,privé sous contrat,97.1,28.2,103.4,,27.5,43.36256627534728,-1.404911795329523
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0640151S,COLLEGE PRIVE GROUPE SCOLAIRE ST VINCENT,64260,HENDAYE,privé sous contrat,108.2,35.3,106.9,,35.6,43.35624141474322,-1.775025231888714
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0640171N,COLLEGE PRIVE SAINT JOSEPH,64513,SAUVETERRE DE BEARN,privé sous contrat,101.0,40.4,89.0,,35.4,43.3997057857132,-0.9441732416437688
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0640212H,COLLEGE MARRACQ,64102,BAYONNE,public,114.4,37.3,111.3,,37.2,43.47745705663095,-1.483260625218458
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0640607M,COLLEGE MARGUERITE DE NAVARRE,64445,PAU,public,102.8,40.4,115.9,,40.9,43.29674278853159,-0.3636641107199256
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0641393S,COLLEGE ELHUYAR,64256,HASPARREN,public,106.0,32.6,109.9,,31.8,43.38553905762775,-1.31277034759996
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0641411L,COLLEGE ERNEST GABARD,64284,JURANCON,public,108.7,38.5,100.4,,38.8,43.2840614365008,-0.38526593963004
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0641413N,COLLEGE LES LAVANDIERES,64132,BIZANOS,public,123.5,36.7,122.0,,35.6,43.29260760977746,-0.3465212409257108
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0641652Y,COLLEGE PRIVE LARGENTE,64102,BAYONNE,privé sous contrat,125.5,29.4,118.8,,28.3,43.47746833916759,-1.4841636091769148
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0641653Z,COLLEGE PRIVE IMMACULEE CONCEPTION BEAU FRENE,64445,PAU,privé sous contrat,125.2,36.1,116.8,,35.9,43.30541780566403,-0.3777557111516688
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0641655B,COLLEGE PRIVE LE BEAU RAMEAU,64339,LESTELLE BETHARRAM,privé sous contrat,94.8,30.5,97.5,,32.5,43.12280894780381,-0.2067389928054755
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0641660G,COLLEGE PRIVE SAINT DOMINIQUE,64445,PAU,privé sous contrat,126.9,35.6,128.3,,33.5,43.31397884395045,-0.3748714964401989
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0642006H,COLLEGE PRIVE MANEX ERDOZAINTZI ETXART,64314,LARCEVEAU ARROS CIBITS,privé sous contrat,121.0,31.3,115.3,,31.7,43.23187150080143,-1.0934127227299175
2021-2022,BORDEAUX,064,PYRENEES-ATLANTIQUES,0642011N,COLLEGE PRIVE LO COLLEGI CALANDRETA GASCONHA,64445,PAU,privé sous contrat,131.8,30.5,125.5,,28.0,43.30137462736738,-0.3673554664731733
2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650017R,COLLEGE DE LA BAROUSSE,65287,LOURES BAROUSSE,public,110.7,34.0,106.0,,34.7,43.02298568150394,0.604357582696416
2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650033H,COLLEGE MASSEY,65440,TARBES,public,97.9,34.5,90.1,,33.3,43.23802701843627,0.0739195377555481
2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650037M,COLLEGE D ASTARAC BIGORRE,65452,TRIE SUR BAISE,public,100.1,31.2,103.3,,31.5,43.3194571196572,0.3708904310081038
2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650740B,COLLEGE PYRENEES,65440,TARBES,public,98.5,40.1,94.3,,39.7,43.23811496513077,0.0583097864358012
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660001T,COLLEGE DES ALBERES,66008,ARGELES SUR MER,public,96.6,35.2,95.6,,35.1,42.550038267666565,3.0284105681566764
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660016J,COLLEGE LA GARRIGOLE,66136,PERPIGNAN,public,74.9,29.1,75.8,,28.4,42.69484723965257,2.867276572430672
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660038H,COLLEGE DE LA COTE VERMEILLE,66148,PORT VENDRES,public,99.2,35.7,103.3,,33.9,42.52003682103306,3.1025594822624485
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660058E,COLLEGE PRIVE SAINT LOUIS DE GONZAGUE,66136,PERPIGNAN,privé sous contrat,123.0,32.8,120.6,,31.1,42.716868663842135,2.879069697955675
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660062J,COLLEGE PRIVE JEANNE D ARC,66136,PERPIGNAN,privé sous contrat,128.0,32.3,128.6,,32.6,42.696960755402976,2.8799996166895507
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660065M,COLLEGE PRIVE NOTRE DAME DES ANGES,66069,ESPIRA DE L AGLY,privé sous contrat,101.1,32.4,96.4,,33.2,42.779040144274845,2.8359595902384465
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660601V,COLLEGE JEAN AMADE,66049,CERET,public,103.4,35.9,98.9,,36.1,42.48687103708807,2.754360226437542
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660634F,COLLEGE CLIMATIQUE ET SPORTIF,66124,FONT ROMEU ODEILLO VIA,public,114.4,37.6,111.9,,35.2,42.51509703073707,2.039959551256875
2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660648W,COLLEGE LA COTE RADIEUSE,66037,CANET EN ROUSSILLON,public,103.4,35.4,103.4,,34.4,42.705155874855045,2.9977203200820526
2021-2022,STRASBOURG,067,BAS-RHIN,0670011Y,COLLEGE DU BERNSTEIN,67084,DAMBACH LA VILLE,public,120.6,33.2,113.2,,34.7,48.32438106594186,7.4364094117063955
2021-2022,STRASBOURG,067,BAS-RHIN,0670065G,COLLEGE LECLERC,67447,SCHILTIGHEIM,public,85.3,32.3,81.3,,32.5,48.6090130568946,7.731109577307874
2021-2022,STRASBOURG,067,BAS-RHIN,0670133F,COLLEGE KLEBER,67482,STRASBOURG,public,92.2,40.6,108.0,,41.1,48.594967938843766,7.756519520655851
2021-2022,STRASBOURG,067,BAS-RHIN,0671590P,COLLEGE SOPHIE GERMAIN,67482,STRASBOURG,public,71.0,20.9,71.3,,23.5,48.601070436822624,7.719250135593594
2021-2022,STRASBOURG,067,BAS-RHIN,0671595V,COLLEGE FRANCOISE DOLTO,67388,REICHSHOFFEN,public,95.0,35.0,89.2,,33.7,48.92843063403817,7.657190645894616
2021-2022,STRASBOURG,067,BAS-RHIN,0671596W,COLLEGE MARECHAL DE MAC MAHON,67550,WOERTH,public,103.5,32.6,101.7,,31.7,48.940915164437065,7.74001055786609
2021-2022,STRASBOURG,067,BAS-RHIN,0671603D,COLLEGE PRIVE DES MISSIONS AFRICAINES,67180,HAGUENAU,privé sous contrat,124.9,34.2,119.5,,35.5,48.80179360187264,7.798600318942186
2021-2022,STRASBOURG,067,BAS-RHIN,0671604E,A C E E M M INSTITUT SAINT JOSEPH,67285,MATZENHEIM,privé sous contrat,107.1,29.6,114.3,,29.1,48.39485070945141,7.622280176358699
2021-2022,STRASBOURG,067,BAS-RHIN,0671691Z,COLLEGE STOCKFELD,67482,STRASBOURG,public,71.2,27.9,70.5,,26.5,48.53822972951434,7.763939784650391
2021-2022,STRASBOURG,067,BAS-RHIN,0671740C,COLLEGE MARCEL PAGNOL,67520,WASSELONNE,public,104.8,33.3,105.0,,32.1,48.63959649926558,7.433629613485089
2021-2022,STRASBOURG,067,BAS-RHIN,0671824U,COLLEGE JEAN DE LA FONTAINE,67152,GEISPOLSHEIM,public,112.3,36.8,118.3,,36.8,48.51797279344181,7.651550299353544
2021-2022,STRASBOURG,067,BAS-RHIN,0671825V,COLLEGE FRANCOIS TRUFFAUT,67482,STRASBOURG,public,68.7,25.8,63.3,,24.6,48.599425421842994,7.696410288760466
2021-2022,STRASBOURG,067,BAS-RHIN,0671827X,COLLEGE DE L OUTRE FORET,67474,SOULTZ SOUS FORETS,public,105.6,32.7,101.9,,31.3,48.93005324647506,7.893500515171956
2021-2022,STRASBOURG,067,BAS-RHIN,0671911N,COLLEGE SIMONE VEIL,67194,HERRLISHEIM,public,118.9,34.1,115.1,,33.4,48.73052017973805,7.899880076844961
2021-2022,STRASBOURG,067,BAS-RHIN,0671913R,COLLEGE HERRADE DE LANDSBERG,67411,ROSHEIM,public,123.3,34.0,122.3,,33.3,48.50057738164154,7.477050454814591
